140	-304	-172	-60	17	-23	-165	-289	-429	-638	-37	-185	-310	-330	-229	-133	173	50	34	151	364	86	468	363	173	-81	-258	-75	242	
-29	-126	-148	-100	8	-60	-148	-311	-296	-717	-15	-303	-392	-527	-333	-244	52	166	390	347	924	464	473	467	467	-74	-199	-133	371	
-29	-43	-137	-67	96	-125	-496	-779	-1050	-1535	-439	-253	-449	-479	-332	-155	113	173	425	572	1973	539	494	1349	458	-155	-199	-133	51	
-15	-58	-156	-126	20	-37	-953	-1409	-2577	-2149	-1068	-678	-1754	-606	-372	-45	382	512	1460	1239	2160	1026	1569	1498	588	-214	-309	-128	-132	
-63	-15	-171	-60	-72	-156	-1267	-2164	-3206	-3093	-1666	-1464	-1361	-1282	-502	43	288	417	1797	1070	2834	2280	2355	1610	919	34	-287	-199	-88	
-90	-193	-143	-92	-89	-289	-2401	-3675	-3568	-3344	-1587	-1448	-717	-339	-141	47	174	243	954	876	2909	3085	2934	2994	1760	761	224	86	-1	
-82	-67	-30	-74	-451	-1785	-3314	-4148	-3993	-3124	-989	-646	-569	-303	-67	-12	121	347	472	581	2160	3291	3982	3499	2452	1091	1162	396	60	
-111	-282	-410	-896	-2033	-2651	-4070	-3471	-3065	-1598	-399	-458	-325	-266	34	-148	104	0	8	-67	572	2242	3178	4153	3330	3127	1274	276	-96	
-156	-337	-429	-2503	-2947	-3958	-4637	-3077	-2136	-562	-111	-192	113	-244	234	-347	-30	-148	-185	-524	-104	563	1588	3648	4209	4491	3085	466	146	
-141	-481	-622	-3117	-3624	-5880	-3629	-2212	-515	-377	139	464	496	139	583	-964	-340	-1725	-1103	-1309	-295	-243	1232	2714	4639	6415	4205	1595	121	
-211	-587	-1430	-3811	-5389	-6840	-3503	-1472	253	122	609	1122	2768	1560	852	-964	-797	-2949	-2327	-1983	-133	-755	346	2171	5050	7442	5400	2677	503	
-285	-556	-1998	-4850	-7043	-6636	-2810	-1078	558	287	1681	2928	4911	2668	824	-996	-2807	-3844	-4164	-2831	-383	-1524	-89	2321	3312	8134	6240	2472	727	
-288	-1013	-2139	-5591	-7515	-7124	-2102	-1188	1812	366	2396	3981	6452	3871	842	-493	-3656	-6216	-5404	-3898	-657	-2230	-81	900	3199	8563	6763	3349	1231	
-380	-919	-1856	-5764	-7815	-6289	-779	-921	2019	619	3130	4790	7505	4566	1012	-415	-4001	-6702	-6582	-4228	-457	-2261	-30	43	2882	8208	7099	4040	2126	
-252	-982	-2045	-5544	-8854	-6147	-274	-326	1416	375	3337	5091	7448	4998	1857	-383	-4394	-6624	-7053	-4306	-243	-1743	-409	95	2695	8115	7510	3890	2070	
-119	-493	-2234	-4977	-8208	-6730	-842	-333	440	87	2415	4000	6302	3946	1406	-116	-3451	-5776	-5687	-3961	-81	-865	43	155	2882	6789	6800	3517	727	
-119	-714	-1856	-4977	-7263	-6195	-1976	-1110	-143	-82	1926	2533	4666	3138	1500	-666	-2509	-4488	-3803	-3506	338	-310	364	17	4265	6228	5624	2789	615	
-52	-461	-768	-4047	-6507	-6210	-2165	-1724	183	-458	1230	1009	2899	1259	1706	-854	-1692	-2557	-1589	-2329	-400	-59	442	476	5592	5780	4989	2173	535	
-109	-356	-721	-2975	-5231	-5880	-3755	-2605	-23	-1267	444	313	1057	200	993	-428	-288	-1442	-317	-1717	451	260	970	1666	6115	5257	3327	1072	242	
-5	-104	-326	-1384	-2600	-4667	-4369	-3691	-466	-1488	-67	-141	-347	-502	208	-72	-28	34	425	-822	633	726	1906	2807	5704	3800	1236	432	43	
18	253	-60	-452	-1939	-4478	-4212	-4258	-1758	-2416	-250	-631	-387	-1030	-111	-80	217	269	954	-116	1243	1531	3365	3798	4769	2362	389	-96	-103	
158	122	-8	-67	-414	-2494	-3771	-4384	-2168	-3533	-1241	-1826	-528	-1486	-15	-354	794	121	1422	329	1973	2935	4113	3798	4022	1017	121	-45	-70	
-19	-60	-67	26	-171	-1171	-2999	-4368	-3852	-4509	-2012	-2628	-748	-1989	287	281	527	713	2959	864	2741	3365	3701	3312	2377	571	276	-265	-182	
-20	-89	-141	-39	26	-459	-1960	-2920	-4402	-3816	-2940	-3178	-1660	-2115	-126	156	321	788	3090	1033	2722	3141	3814	2545	863	-52	129	-156	-170	
-91	-134	-53	-67	157	-562	-890	-2007	-2781	-2400	-2531	-2659	-1629	-2084	-23	52	907	957	2547	1707	2741	2336	2523	1012	458	72	-37	-141	-111	
-15	-30	-128	-89	-18	-355	-185	-1173	-1113	-1661	-1619	-1952	-1204	-826	-352	-2	539	601	1478	1145	1673	2055	1494	8	389	-81	-155	-18	-32	
-8	61	105	-12	-43	-148	-170	-543	-531	-1252	-407	-1087	-780	-527	-111	69	532	312	425	520	1224	876	667	-258	17	-192	-162	0	164	
