-97	-119	-33	-37	-60	-407	-244	-185	-207	-362	-405	-325	-214	-259	79	148	-199	-107	-105	-8	141	86	147	-81	-8	17	-331	-67	-144	-125	
-267	-134	-105	-89	-111	-278	-333	-399	-386	-675	-599	-495	-292	-340	-281	-104	-236	17	127	190	260	537	493	242	77	51	-120	-43	-96	28	
-98	271	-163	-15	8	-259	-331	-473	-874	-643	-253	-544	-842	-554	-288	-45	-78	260	408	718	312	472	528	407	211	60	-67	112	-258	-34	
-148	-62	22	23	8	-187	-259	-736	-1315	-801	-662	-1094	-1486	-685	-352	139	156	512	555	1430	502	511	615	458	302	190	171	-44	-111	43	
-15	31	70	25	0	-237	-495	-1491	-2369	-816	-1716	-1723	-1863	-731	-281	3	52	2322	651	1954	801	2186	1199	710	680	-30	129	-103	-184	345	
122	131	-13	8	-170	-577	-999	-2294	-3218	-2342	-2093	-1754	-1879	-1078	-177	104	165	1834	976	2160	2074	2785	1741	1200	1147	-30	112	-27	-184	30	
-126	-200	-259	-37	-444	-622	-2873	-3615	-3643	-2531	-2203	-1298	-1486	-764	-259	130	305	841	833	1299	2710	2673	2302	2358	2212	919	207	69	86	-78	
-82	-223	-274	-281	-761	-1409	-3896	-4119	-3580	-2185	-1716	-510	-999	-465	-295	208	456	421	373	550	1625	1775	2508	2975	3370	2749	371	153	51	-140	
-43	-333	-911	-555	-1564	-2338	-4305	-3757	-3108	-1273	-898	-266	-450	78	-229	312	173	17	-45	273	598	895	2358	3910	4267	3458	1651	121	475	-111	
-256	-688	-1116	-1639	-2809	-3881	-4699	-2970	-1897	-754	-348	191	100	435	45	112	-37	-443	-665	-8	17	821	1218	3966	5164	5363	2323	671	464	-23	
-459	-622	-1289	-2002	-4179	-4716	-4226	-1696	-1330	-89	483	738	226	899	268	130	-531	-1542	-1701	43	-739	540	502	2714	5575	6483	3984	1138	734	77	
-319	-489	-2109	-2994	-5454	-6117	-4132	-569	-281	462	496	1659	1804	2533	0	34	-1944	-3144	-3286	-236	-1147	164	475	1200	5649	6352	5029	2070	1050	25	
-141	-705	-2140	-4065	-6588	-6668	-3833	-193	-215	778	1047	3332	3796	3753	415	-207	-2400	-4211	-4181	-1520	-2120	-192	34	164	4603	7622	5141	2816	1330	934	
-400	-831	-2140	-4774	-7486	-6007	-3376	514	43	759	1874	4422	4754	4091	960	-384	-2871	-5420	-5750	-2697	-2449	-486	-361	-81	4155	7920	6055	3469	1442	860	
-415	-831	-3038	-5089	-7407	-5597	-2747	-376	113	1832	1950	4892	6952	5087	922	-362	-3436	-5624	-7430	-3042	-2230	-369	-873	-45	4267	7136	6727	3730	2039	397	
-296	-518	-3180	-5074	-7911	-6148	-2668	-637	-15	2735	2401	5249	7065	5312	1016	-590	-3044	-6299	-7367	-3607	-2669	34	-426	25	3707	7603	6279	3768	1628	379	
-171	-942	-2377	-4916	-7266	-6558	-2825	514	-23	816	1555	5907	5600	4204	1185	-923	-2478	-5247	-6174	-3136	-1979	78	-187	-23	2903	7080	5645	2891	1125	198	
-156	-1068	-2062	-3892	-6982	-6542	-3691	122	-347	191	426	3670	3645	4336	641	-443	-2510	-3395	-5593	-1567	-1477	86	56	467	3277	6520	5365	2182	547	138	
-141	-390	-1479	-3215	-5785	-5834	-4289	-170	-1205	-217	8	2448	921	3265	356	-192	-1583	-1825	-2753	-177	-786	260	-140	1704	3987	6091	4991	2686	584	77	
-67	-489	-990	-2600	-4824	-6038	-5171	-229	-1818	139	-369	1095	-45	1875	95	8	-924	-522	-1214	164	-207	520	407	2583	4248	5605	3461	1865	336	77	
17	-319	-488	-1277	-2809	-5109	-5722	-1995	-2636	-722	-536	-89	-873	504	-192	-4	-30	373	-214	295	242	764	1816	3312	3931	4056	2304	1473	120	-74	
-259	-104	-459	-426	-2352	-3661	-5187	-3128	-3753	-895	-1433	-266	-1329	-96	-347	199	147	382	52	999	633	1924	2489	4321	3482	2879	867	579	86	25	
-77	-89	-215	-439	-934	-1976	-4651	-3033	-4225	-2279	-3335	-591	-1942	-377	-603	347	408	504	295	2685	2523	2916	3237	4657	2997	1610	216	570	302	-133	
-171	-112	-173	-178	-131	-1378	-3361	-3490	-4493	-2767	-3508	-1534	-2288	-384	-146	219	347	1310	460	2966	3459	2729	3218	4396	1951	714	-148	267	302	-32	
-259	-126	-185	-114	-252	-532	-2023	-2561	-3722	-1823	-3162	-1770	-2335	-905	-38	330	470	1703	1070	3059	2579	2392	2639	2826	905	-155	-434	-170	103	-169	
-363	-119	-355	-82	-230	-97	-936	-1491	-2872	-1980	-2801	-1566	-2587	-512	-236	116	321	1778	958	2479	2037	1887	1349	1499	285	-287	-506	-125	-133	-133	
-363	507	-363	-178	-74	-17	-348	-421	-1897	-1461	-1810	-1377	-1706	-509	-354	52	770	1103	789	1430	1269	1251	311	597	25	-412	-166	-138	-180	-162	
-245	-59	-239	-193	8	17	-15	-170	-768	-643	-851	-827	-1172	-421	-100	-52	139	691	442	999	398	989	17	424	-30	-157	-81	-134	-145	37	
