-70	-282	-404	-207	74	684	-82	-163	
-320	-437	-624	-90	-55	543	225	-82	
-511	-782	-1005	-289	311	1318	712	48	
-570	-1032	-1371	-337	278	1160	573	80	
-526	-1503	-1254	-275	65	706	538	347	
25	-21	-325	-202	-137	171	-7	-14	
516	1172	371	-69	-514	-679	-975	-224	
2310	3301	1503	-234	-1239	-2989	-1794	-463	
1878	2925	1752	74	-1877	-3206	-3059	-320	
1482	2335	1734	477	-1167	-2412	-2139	-251	
906	903	1058	263	-240	-1026	-975	-183	
-119	-91	231	125	57	-151	-157	-118	
-320	-554	-580	-49	65	480	113	-48	
-274	-738	-829	-21	425	1143	357	121	
-186	-900	-668	-427	401	1318	308	34	
-272	-782	-595	-255	212	531	129	59	
-282	-414	-507	-200	-62	374	200	88	
-306	-319	-373	-83	72	194	210	52	
