-126	-1	74	-7	-248	-286	-328	-788	-213	64	289	247	238	118	-14	
-91	100	42	-14	-176	-311	-405	-803	-149	176	544	859	492	213	-146	
100	52	8	-21	-131	-586	-694	-1090	-298	32	989	1317	539	245	-160	
108	83	49	-104	-317	-760	-896	-961	-339	16	1245	1503	783	747	62	
108	74	5	-84	-97	-376	-342	-370	-231	-176	1006	876	214	292	165	
123	8	-94	-7	172	-302	65	56	-80	-135	144	-155	-147	-27	86	
-58	-91	-55	-21	312	106	766	851	-7	-559	-404	-920	-602	-504	-86	
-314	-289	-273	-235	369	1711	2785	1580	476	-801	-1452	-1835	-1682	-1467	-20	
-587	-703	-513	-325	337	2484	3274	2361	1085	-487	-2429	-2878	-2453	-1927	-292	
-510	-895	-753	-194	758	2466	3309	3143	1775	-156	-2741	-3639	-2355	-1983	-510	
-349	-659	-576	-551	228	1992	2488	2570	1240	8	-2443	-3456	-2327	-1941	-54	
-280	-526	-354	-345	131	656	1667	1250	584	-21	-1155	-1976	-1289	-1104	-73	
-161	-397	-291	-228	-62	-213	480	64	298	-75	-319	-426	-261	-134	181	
326	-202	16	-180	-200	-963	-335	-731	242	-7	272	127	404	165	133	
254	208	240	-166	-269	-1138	-1040	-1694	-34	40	488	639	1288	355	149	
335	438	227	-207	-669	-1529	-1170	-2283	-441	24	409	1385	1507	1099	-100	
41	108	148	-14	-786	-1094	-881	-2196	-414	40	344	1131	1338	513	-93	
134	225	198	156	-269	-905	-679	-1320	-244	209	288	1164	1136	411	-20	
142	174	112	-97	-269	-630	-318	-731	-95	32	344	707	1288	276	86	
123	66	48	-125	-199	-280	-151	-238	-21	85	384	588	190	63	47	
