-182	-244	-416	-306	-131	147	374	8	-14	
67	-174	-738	-390	-227	-14	546	-75	-89	
66	-313	-1032	-408	-200	-21	627	416	412	
234	-555	-1489	-380	-269	253	706	1128	808	
-7	-851	-1356	-521	-379	262	1160	590	412	
-161	-614	-1297	-551	-385	204	811	451	270	
-28	-160	-111	-35	-55	24	-14	154	38	
234	798	1261	471	123	-557	-997	-889	-190	
410	1878	2478	1290	24	-1123	-2369	-2053	-578	
343	1878	2979	1859	328	-1558	-2773	-3001	-478	
376	1176	2872	1218	600	-1631	-2412	-1909	-463	
16	458	1279	560	271	-644	-1257	-702	-271	
-266	-146	240	-28	16	-76	-232	-204	-122	
-426	-249	-354	-332	-49	65	399	300	-14	
-321	-67	-575	-331	-159	327	464	361	226	
-112	-541	-812	-975	-49	90	546	454	0	
-210	-299	-374	-873	-317	65	331	219	-109	
-84	-241	-341	-346	-275	-28	92	100	105	
125	-237	-321	-352	-69	-76	-3	-14	-8	
-15	-258	-354	-435	-69	-206	-14	-9	-96	
