25	-140	-3	-17	-97	-302	-315	-176	-44	16	296	430	150	31	
134	50	28	34	-14	-354	-383	-300	-141	-34	416	462	263	142	
259	66	107	46	-69	-702	-578	-374	-183	152	552	809	301	308	
151	33	76	-9	-165	-1138	-1213	-1248	-346	104	904	1351	492	697	
385	308	49	8	115	-1123	-1545	-1535	-380	40	1074	1249	365	436	
189	-14	-70	-35	-283	-1326	-982	-1004	-306	32	972	690	134	175	
192	-195	-70	-258	115	-499	-76	-286	-305	-81	176	167	-101	126	
125	-306	-298	-433	263	212	749	308	-82	-291	-316	-610	-392	-373	
-133	-703	-312	-477	404	2203	2680	1788	476	-378	-1424	-1906	-1331	-1286	
-454	-807	-797	-770	1129	2537	4200	2865	895	-345	-3364	-3047	-2299	-1788	
-419	-511	-541	-756	1006	2835	4008	3004	1085	-291	-3378	-3428	-2747	-1913	
-354	-555	-488	-785	192	1869	2977	2292	981	-616	-2203	-3230	-2453	-1509	
-196	-216	-347	-653	189	1113	2383	1198	550	-216	-1296	-2244	-1696	-951	
50	-77	-125	-639	-62	65	828	-102	258	-169	-518	-962	-348	-142	
142	-14	-111	-318	-406	-644	-253	-673	-197	64	168	-21	349	450	
284	458	182	-187	-275	-1094	-1141	-1607	-224	152	440	775	1372	848	
301	316	315	-111	-385	-1268	-1271	-1880	-393	185	375	1537	1675	1099	
92	191	265	44	-262	-572	-1170	-1708	-481	353	495	1198	1035	932	
201	174	124	66	-262	-470	-896	-1421	-265	184	409	1452	1052	575	
33	55	49	-83	-227	-322	-287	-731	-122	241	480	510	325	396	
