-116	-150	-70	-82	-76	-296	-309	-239	-306	56	40	72	279	246	63	
-117	-153	-82	-31	-49	-385	-441	-430	-179	-74	-95	120	366	269	158	
-36	-140	16	6	-35	-214	-499	-578	-381	-75	-11	216	446	523	831	
75	8	91	74	-69	-214	-760	-910	-889	-238	-88	424	366	508	915	
159	8	275	182	-49	-553	-963	-1112	-1191	-271	-135	495	1181	1120	1517	
153	92	128	-63	-132	-365	-775	-458	-1018	-231	-41	488	605	349	781	
169	58	13	-91	-64	57	-199	-62	-68	-68	-48	16	-47	-321	173	
71	58	-42	-86	-23	123	139	521	519	-109	-210	-478	-863	-757	-353	
-92	-273	-348	-118	-63	345	1693	2121	1458	315	-365	-1721	-2314	-1766	-923	
-281	-447	-526	-478	-366	829	2255	3239	2257	532	-630	-3251	-2920	-2874	-1509	
-267	-503	-777	-536	-90	917	2695	3414	3316	567	-630	-3378	-3160	-3182	-1899	
-281	-342	-585	-797	-235	740	1974	2401	2431	481	-715	-2656	-2949	-2789	-1816	
-337	-305	-279	-319	-215	-97	1183	2174	903	532	-149	-1268	-1695	-1458	-811	
-281	-259	-223	-312	-207	-110	327	496	73	177	-35	-229	-384	-307	-114	
-169	83	175	-153	-197	-172	-370	-636	-688	-204	64	24	191	500	442	
-29	234	210	74	-256	-282	-905	-1372	-1607	-190	345	440	910	1675	547	
42	326	187	142	49	-248	-1645	-1589	-1809	-420	160	580	1944	1490	1149	
-50	142	133	259	57	-420	-1239	-1661	-1866	-224	104	336	1723	1120	1517	
-85	8	208	263	239	-138	-1167	-1011	-1277	-204	281	336	1740	1355	1065	
-15	1	-14	136	57	-90	-862	-564	-659	-149	-61	344	910	850	316	
-40	25	34	34	-42	-269	-329	-301	-501	-224	-41	240	334	480	276	
