84	67	-244	174	-49	-220	-485	-164	-242	-97	-68	392	326	210	79	-54	
46	-31	-244	323	-14	-110	-630	-130	-616	-34	120	560	961	174	-14	-107	
109	8	333	489	-28	-289	-847	-444	-470	-89	16	1091	1029	198	221	-133	
-25	-70	350	221	-187	-655	-1326	-1141	-731	-353	-142	1040	487	206	240	133	
-93	44	308	232	-270	-365	-1413	-1040	-1018	-306	-284	529	358	269	255	181	
-90	33	308	-264	-207	98	-76	16	-68	-153	-21	128	-148	-141	4	39	
-148	-217	58	-520	-390	444	483	758	1007	-217	-331	-444	-990	-588	-134	-20	
-232	-1192	-313	-635	-316	882	1851	2104	2170	500	-715	-1721	-1892	-1275	-1090	-87	
-570	-740	-674	-826	-580	1554	2009	3396	2639	998	-843	-2500	-3104	-2257	-1802	-186	
-120	-524	-260	-546	-180	1872	2396	3781	3229	1568	-573	-2698	-4005	-2327	-1997	-153	
-57	-245	-53	-348	-276	1324	2378	3379	2431	964	-431	-2302	-3174	-2215	-1955	-120	
-61	-154	-216	-252	-276	148	1341	1527	972	170	-129	-1056	-1441	-1163	-1090	-40	
-29	-42	-167	-167	-214	-110	131	350	-123	1	-196	-283	-539	-348	-47	259	
0	142	183	-42	-228	-234	-363	48	-1148	-311	-27	16	-21	261	592	306	
-190	268	189	107	-207	-289	-1094	-376	-1809	-68	32	488	334	783	1484	-34	
-47	167	200	86	-194	-434	-1950	-1430	-2096	-387	289	733	1368	1490	1216	-352	
-120	58	151	232	66	-159	-1558	-1574	-1679	-339	321	512	1164	1305	731	-140	
-169	-70	116	431	173	-14	-601	-607	-1234	-217	193	801	1147	1271	442	-186	
-36	-42	25	248	57	-145	-398	-362	-932	-204	-115	392	961	341	196	-146	
