-155	-41	-37	-118	-179	-199	-185	-245	-401	-317	-89	-206	-58	-194	-375	-103	112	145	302	148	146	96	-52	-221	-177	
-8	165	50	-229	-301	-238	-361	-340	-472	-449	-287	-67	-80	-148	-434	-133	33	112	253	238	175	163	40	8	-48	
34	92	14	-132	-288	-89	-262	-280	-486	-605	-418	-184	-164	-245	-228	34	43	215	521	448	302	163	43	43	-45	
-2	74	37	-23	-163	-261	-317	-442	-771	-746	-795	-766	-294	-177	-61	216	138	1195	733	1061	422	396	290	516	25	
-4	-8	-28	-148	-347	-475	-1010	-1112	-1335	-903	-1751	-688	-449	-170	-52	527	659	1624	987	1508	871	413	206	283	-37	
-68	-155	8	-163	-296	-600	-759	-861	-2230	-1342	-2504	-611	-999	-243	-184	820	1162	2704	2235	1880	1188	198	387	447	301	
-60	-200	-116	-295	-369	-1275	-2046	-1551	-3124	-2393	-2849	-970	-1689	-199	-140	1585	1498	2481	2868	2513	2248	806	698	654	387	
-15	-214	-212	-325	-443	-1950	-2674	-3167	-4191	-2267	-2786	-1362	-1642	-184	-111	1212	1740	2350	3893	3295	3011	1922	921	723	206	
-141	-167	-192	-317	-1206	-2421	-3333	-3920	-4332	-1938	-1782	-1942	-1579	-353	-89	895	715	2201	3427	3388	3793	2350	1962	1610	68	
-310	-288	-384	-458	-2133	-3913	-4777	-3340	-2857	-626	-669	-1017	-574	-67	-236	112	95	916	1807	2364	3458	3931	3077	1907	352	
-252	-288	-430	-970	-2730	-5451	-6064	-2995	-1696	8	-81	-30	-111	-127	-631	-184	-627	129	422	1452	3123	5940	4676	2724	418	
-496	-984	-917	-2038	-3452	-7131	-7383	-1865	-214	484	641	676	415	302	-1383	-339	-1973	-360	-265	2439	3067	6386	5977	4229	2090	
-318	-936	-1593	-2635	-4818	-8623	-7477	-484	-59	484	649	2078	867	588	-1994	-1100	-2678	-1212	-748	1043	2862	7502	6535	5381	3037	
-119	-531	-1169	-2980	-5525	-9141	-7006	-347	34	951	1498	3125	2100	1087	-2166	-3026	-4056	-1901	-1374	-37	1932	6665	7353	7295	3557	
-181	-324	-1389	-3577	-5666	-9863	-6849	-317	164	596	2284	3330	2866	1180	-1681	-3089	-4870	-2214	-2078	232	836	6572	7706	6924	3910	
-148	-182	-949	-3341	-5666	-8764	-6928	-798	17	641	2302	3218	2903	1722	-1430	-2791	-4149	-1666	-2125	336	1299	6405	6925	6738	3148	
-104	-251	-1342	-2917	-5525	-8403	-6833	-1378	-376	502	1536	2190	2100	1274	-1728	-2948	-3054	-1134	-983	414	2081	6907	6423	6756	3148	
-111	-310	-1043	-1881	-4253	-7257	-6739	-2210	-865	190	956	1760	510	844	-1054	-1851	-1911	-883	-811	319	2639	6312	6144	5140	2721	
-200	-237	-325	-1331	-2902	-5671	-5860	-2963	-2355	329	190	564	-243	751	-506	-427	-1034	-288	-8	1210	3197	6498	5178	3691	2164	
-251	-206	-207	-389	-1583	-3395	-4887	-4234	-3940	-111	-277	-126	-827	34	-631	-118	-118	164	1620	2662	4816	5698	3096	2687	524	
-121	-126	-200	-288	-845	-2406	-4432	-4407	-4661	-1421	-1908	-199	-1673	-30	-127	561	311	804	3073	3556	5095	4935	1218	1071	172	
-52	-133	-192	-177	-450	-1260	-2517	-3889	-3940	-2471	-3084	-1378	-1830	-140	21	726	1367	1791	3315	3574	4165	3410	642	241	-89	
-80	-176	-89	-96	-222	-899	-1654	-2304	-3202	-2691	-2880	-1252	-2331	-140	200	1156	1647	1885	2980	3351	3048	2666	206	79	-155	
-128	-399	69	60	-139	-333	-916	-1378	-2057	-2769	-2347	-1519	-2300	-67	417	1417	939	1176	2570	3295	1634	1383	412	25	-140	
-96	-162	217	217	-59	-155	-399	-391	-975	-1750	-1469	-1331	-1908	-81	121	951	622	1046	1546	2197	760	456	34	-243	-201	
-104	-150	-148	54	34	286	-133	-74	-426	-1123	-494	-405	-655	-37	-45	746	319	388	540	552	8	103	129	12	-147	
