115	-18	-175	-170	-181	-373	-62	65	28	-71	-48	
-32	-120	-167	-272	-257	-492	-200	-48	301	31	-14	
-50	-59	-98	-362	-444	-770	-330	-172	407	-89	-18	
-15	33	142	-644	-1106	-1005	-152	245	1108	308	40	
-21	33	142	-969	-1415	-1532	-234	352	1422	573	242	
59	185	-56	-1117	-2077	-1430	-269	286	1160	364	193	
126	55	-259	-1147	-2107	-1254	-385	90	489	399	122	
-36	46	-116	-202	-395	-207	-62	-76	138	-55	-43	
-155	-93	-49	416	599	396	0	-528	-1257	-1133	-136	
-521	-211	-91	1536	2746	1396	-117	-1921	-2729	-2053	-864	
-577	-779	-21	1392	3337	1948	82	-2153	-3264	-2742	-806	
-415	-839	-91	1212	2854	1628	776	-1138	-1964	-2297	-492	
-462	-510	-224	366	1780	614	435	-354	-679	-1191	-380	
-345	-400	-377	-320	215	-69	386	-185	-151	-340	0	
-85	-183	-342	-452	-361	-352	222	-165	342	154	88	
16	-99	-14	-807	-709	-639	-7	73	506	816	121	
50	67	8	-644	-856	-726	-138	147	469	746	88	
346	67	-238	-585	-368	-800	-262	-76	283	284	90	
205	-50	-217	-501	-179	-682	-152	57	178	159	-28	
177	126	167	-216	-218	-359	-49	0	176	202	323	
204	201	102	-174	-118	-332	-112	-131	-18	-21	48	
