-119	-271	-318	-123	-103	-88	-272	-224	
-289	-513	-359	-231	-151	89	-112	-197	
-644	-709	-477	-289	-144	277	-68	-197	
-703	-1283	-408	-55	16	627	260	24	
-777	-1724	-442	-427	270	741	456	129	
-807	-1209	-624	-447	229	898	694	290	
-866	-1091	-712	-454	40	627	538	214	
-112	-201	-297	-42	122	163	129	-28	
366	599	223	16	-296	-564	-1061	-292	
726	2782	1023	-7	-1442	-2239	-2053	-735	
1536	2872	2072	41	-2153	-2643	-2944	-949	
1338	2800	1521	312	-1747	-1719	-2125	-821	
978	1512	792	263	-746	-737	-774	-359	
141	157	16	82	-122	-28	137	-28	
-285	-409	-785	197	253	480	300	24	
-200	-826	-1122	345	458	1038	694	452	
-260	-738	-1107	334	335	1178	454	170	
-407	-797	-844	24	212	758	56	71	
-289	-414	-448	-62	90	383	138	210	
