-70	-74	-16	117	-644	-388	-287	-204	-55	603	-7	-158	
-78	-20	47	-134	-733	-885	-401	-248	302	1422	202	67	
-156	118	64	33	-748	-1592	-1078	-296	425	1929	590	315	
-106	42	58	-377	-925	-1695	-1635	-152	196	1335	972	739	
-92	-62	-57	-314	-1221	-1651	-1137	-234	-48	863	1094	912	
-135	-141	-239	-121	-188	-236	-316	-171	-103	440	8	-149	
-226	-338	-246	259	416	653	148	-28	-209	-451	-760	-387	
-360	-591	-316	259	1734	2979	1147	263	-1500	-2773	-2053	-292	
-613	-549	-540	226	1446	3480	1752	452	-1979	-3423	-3260	-621	
-177	-450	-256	351	1122	2460	1539	246	-1167	-2729	-2254	-706	
8	-401	-92	8	500	1404	774	41	-441	-1401	-1492	-197	
16	-134	-113	-42	-7	232	107	8	-213	-260	-415	80	
203	38	-68	-129	-195	-298	-653	-306	-124	440	-272	-70	
135	83	58	-210	-53	-368	-917	-454	188	406	-164	8	
-128	-15	50	-210	-53	-374	-1122	-379	262	472	97	72	
-191	-64	-53	-238	-216	-402	-932	-537	171	317	129	-14	
-63	-64	-89	-252	-260	-354	-448	-344	32	192	56	-28	
-36	52	16	-98	-216	-307	-428	-214	81	171	97	56	
288	295	132	167	-195	-229	-304	-7	-14	-35	32	-51	
