8	190	55	-28	131	-205	-354	-263	-279	-259	-181	-109	-94	590	141	-14	-86	-234	-282	-250	-126	-148	
-133	49	66	567	221	-35	-472	-706	-559	-411	-382	-167	15	1570	336	234	-26	-192	-230	-230	-173	-94	
-76	74	313	486	221	-110	-515	-1421	-900	-1027	-666	-74	118	1155	1260	1020	54	-210	-215	-356	-231	-89	
-64	-49	346	296	98	-294	-1535	-1622	-1583	-1254	-962	103	71	1404	1987	1479	522	92	-200	-430	-304	-134	
-35	273	346	254	212	-89	-1435	-1722	-1768	-1396	-821	-101	94	1338	1425	1381	466	-40	-148	-527	-367	-230	
-7	-97	115	180	24	-178	-1392	-1021	-1057	-829	-510	-14	229	1005	649	773	419	23	-148	-362	-320	-295	
-84	-106	-21	90	-384	-396	-1033	-224	-108	-316	-376	-61	126	165	-311	187	-420	-81	368	-70	-326	-300	
-140	-222	-159	-379	-507	24	-82	290	514	416	-121	-67	-67	-352	-1224	-257	-542	-294	645	43	113	-274	
-160	-471	-256	-1194	-688	75	382	1947	2642	2404	342	7	-167	-1010	-3185	-1639	-1197	-804	1137	522	616	323	
-452	-620	-594	-1952	-934	584	1562	2931	3860	3392	1571	254	-476	-1843	-4911	-3123	-2249	-1371	1212	1183	899	332	
-251	-267	-1576	-2244	-1225	546	2778	3552	4323	4398	2909	277	-247	-3689	-5546	-3645	-3001	-1078	1250	729	956	271	
-369	-812	-1430	-3089	-1631	671	2743	3363	4546	5097	2875	142	-197	-4230	-5602	-4016	-4355	-799	1250	862	1749	376	
-153	-464	-1386	-2389	-862	652	1944	2638	3328	3716	2520	333	-435	-3425	-4248	-3123	-2290	-1466	392	402	498	-23	
-56	-423	-1005	-990	-673	358	1180	1706	2196	2830	1605	15	-326	-2662	-2329	-2134	-1497	-663	197	201	420	117	
-86	-125	-221	-324	-485	-253	137	481	550	424	358	68	94	-524	-727	-1625	-814	77	191	166	-60	-74	
-25	41	165	106	-274	-250	-408	-258	-237	-142	-128	-194	189	-179	415	-435	-368	-61	-11	-111	-296	-274	
25	232	190	1253	253	-62	-1219	-1650	-1469	-858	-849	-368	371	417	1541	452	613	61	-127	-215	-273	-122	
158	406	322	1607	524	-116	-1751	-2151	-2622	-1934	-1201	-201	426	1504	2268	1528	1183	30	-343	-304	-267	-47	
8	145	231	1766	955	-246	-2153	-1693	-2608	-2670	-1215	-261	563	1437	2994	1627	365	363	-236	-407	-248	-104	
-12	85	223	1642	393	89	-1435	-1579	-2522	-1976	-416	-194	387	1537	2202	1413	194	116	-171	-400	-378	-126	
-12	92	280	387	384	195	-932	-1278	-1782	-1580	-443	-161	165	1554	1607	655	606	38	-163	-259	-259	-123	
50	16	57	115	209	-71	-774	-637	-1398	-886	-356	-201	0	1155	616	460	380	56	-79	-141	-74	-74	
