-225	88	-149	-228	-302	-161	-217	-234	-232	-270	-167	69	464	301	210	-15	43	
-44	331	-270	-370	-389	-354	-227	-285	-344	-299	-253	92	348	481	533	-37	49	
46	72	-264	-434	-779	-448	-881	-372	-337	-329	-79	-53	356	560	1013	157	26	
-150	-93	-445	-323	-976	-855	-1718	-538	-1072	-185	-211	-183	350	824	1617	262	209	
-191	-236	-375	-461	-1540	-1079	-2597	-1676	-1666	-395	-394	533	986	2166	1731	204	472	
-334	-280	-358	-702	-2019	-2018	-3336	-2565	-2550	-664	-381	768	1818	3356	2373	808	954	
-415	-306	-250	-1650	-2723	-2846	-4452	-2995	-1983	-303	-237	789	2025	4623	3506	1242	1653	
-296	-478	-829	-2160	-4442	-4079	-5540	-2953	-1251	-310	-132	402	2290	5378	5527	2054	1672	
-320	-481	-1341	-2373	-5118	-5594	-5680	-1635	-147	62	28	255	3481	5964	7208	2828	1973	
-515	-406	-2110	-3024	-6246	-6042	-5805	-1079	305	122	-71	15	3103	6097	8304	3319	2596	
-449	-380	-2252	-3321	-6612	-6070	-5694	-524	242	195	82	462	2649	6248	9380	3659	2181	
-333	-447	-2608	-3336	-6541	-5776	-6154	-352	415	96	184	749	2876	5832	9588	3565	2238	
-245	-427	-1825	-2698	-5668	-5341	-6070	-1135	-106	31	20	-85	3141	5889	7813	2942	1709	
-200	-238	-1014	-2358	-4879	-5327	-5750	-1565	-630	-298	-50	355	3519	4717	6604	2149	1351	
-130	-228	-487	-1084	-3371	-4121	-5122	-1607	-1265	-152	-66	247	3859	3300	5187	921	558	
-117	-55	-297	-444	-2455	-3000	-4020	-1579	-961	-244	-250	69	3198	2657	3166	490	411	
-62	-84	-243	-155	-1568	-1514	-2555	-1149	-1238	-441	-178	201	1988	1164	1239	236	174	
-60	-113	-162	-175	-1004	-799	-1913	-829	-948	-441	-220	348	967	106	647	-97	-33	
-75	-132	-115	-135	-638	-448	-742	-802	-383	-231	-217	-46	508	210	253	-230	-178	
-932	-224	-7	56	-369	-227	-326	-497	-297	-228	-145	97	223	-141	-148	-230	-156	
