273	24	123	196	-7	-238	-238	-169	-198	-335	-210	-227	402	376	335	217	230	210	-156	-289	-385	
197	66	137	171	114	-388	-387	-687	-357	-920	-435	-300	1138	682	429	303	286	140	-158	-304	-326	
146	165	189	171	-130	-760	-821	-1327	-858	-891	-307	-293	616	616	1118	310	324	166	-311	-376	-474	
232	352	633	81	-157	-1090	-1407	-1740	-1438	-891	-227	-167	1005	1062	1216	567	404	123	-363	-415	-293	
348	380	435	278	-130	-1234	-1607	-1142	-1367	-765	-334	-280	573	1029	1134	661	446	285	-393	-831	-281	
-97	99	170	0	-219	-1579	-978	-516	-504	-302	-218	-134	806	1161	790	512	437	272	-422	-1178	-244	
-146	-21	148	-185	-362	-1306	-68	305	-115	-248	-101	-87	291	297	195	-125	177	129	-282	-879	-281	
-347	-318	-165	-369	-222	-170	379	961	352	-141	16	189	84	-205	-165	-407	-294	-116	-289	-392	-385	
-513	-394	-372	-804	16	399	1447	1459	1279	453	119	130	62	-796	-457	-1128	-758	-280	-126	157	-304	
-915	-873	-1223	-1239	301	1007	2431	2471	2250	1571	555	150	-398	-1721	-1378	-1634	-1547	-119	306	711	-60	
-517	-580	-1442	-1558	203	1562	2983	2762	3188	2503	1288	142	-1010	-3282	-2450	-3165	-2023	-222	1145	2127	1091	
-236	-1151	-1121	-1399	293	2170	3483	3071	3461	3350	1591	-100	-1315	-3599	-2299	-3876	-2608	-126	1070	2222	412	
-277	-1005	-1150	-1094	285	1701	3380	2917	2762	3417	1389	-40	-1399	-3544	-2395	-2632	-3656	-156	786	1957	1072	
-374	-712	-1340	-804	546	1562	3259	2282	1978	2401	1103	-7	-1232	-2674	-2477	-2222	-2554	105	1164	2354	1393	
-84	-565	-1092	-136	440	607	1464	1219	665	1418	850	110	-1093	-1583	-1502	-2236	-1343	40	692	1069	350	
58	-276	-193	-117	146	186	274	136	184	414	127	-54	-580	-865	-422	-1579	-458	709	394	411	52	
199	115	411	343	0	-157	-122	-630	-202	-300	-368	-131	-100	-492	-329	-250	-85	303	157	-267	-230	
146	181	1006	294	48	-497	-392	-1569	-384	-1187	-461	0	-4	0	-158	279	320	224	-74	-437	-400	
146	231	1306	368	40	-1349	-1464	-1782	-1325	-1892	-771	-100	86	297	421	427	417	350	-524	-311	-222	
132	107	1412	376	57	-932	-1865	-2494	-1792	-1511	-785	-213	772	831	608	442	423	196	-128	-256	-289	
124	90	1059	515	293	-918	-1235	-1825	-1665	-891	-728	-160	656	1178	773	637	406	140	-130	-295	-302	
-174	-173	321	286	21	-745	-1107	-1640	-1226	-835	-574	7	299	732	724	582	278	166	-237	-304	-272	
-108	-159	115	245	-82	-616	-495	-729	-384	-722	-301	102	401	227	538	279	209	105	-222	-189	-200	
