57	53	-11	-50	-119	-167	-181	-283	-188	-69	366	-1	-11	
17	-29	-91	-59	-21	-146	-409	-325	-262	32	601	168	80	
0	-48	-78	-71	-21	-188	-547	-263	-178	0	301	159	122	
-59	-85	-65	33	-141	-526	-591	-414	-186	147	611	162	121	
-78	-87	-37	-10	-49	-910	-1121	-1063	-200	327	881	397	581	
-22	-57	126	16	-105	-1147	-1238	-1488	-117	237	1352	208	614	
-72	-64	54	-32	-154	-925	-1194	-1093	-214	106	1021	434	219	
-121	-197	-64	-43	-91	-319	-229	-325	-178	-151	440	-164	-14	
-248	-295	-401	-260	-35	250	1029	173	-21	-949	-838	-1435	-312	
-263	-332	-549	-358	-35	1590	2836	1379	131	-1587	-2022	-2053	-380	
-333	-658	-957	-585	-98	1842	2890	1841	222	-1863	-2484	-3116	-406	
-248	-276	-912	-376	125	1608	2925	1254	41	-1515	-2080	-2527	-441	
-108	-113	-398	-122	-7	960	1852	495	131	-789	-506	-1377	-231	
51	84	-166	-83	-35	33	174	0	82	-117	-69	-368	8	
102	-7	-100	-8	-203	-407	-534	-536	-35	0	456	40	113	
57	-44	-76	-88	-196	-319	-1091	-712	-179	171	353	275	113	
90	-8	-48	-71	-161	-393	-1209	-873	-248	114	313	308	-82	
19	27	-36	-92	-259	-674	-694	-1005	-172	375	291	251	-41	
68	135	46	-15	-238	-459	-856	-360	-110	180	228	-55	48	
