-35	106	105	213	8	-243	-889	-109	-150	-182	-255	-38	47	322	260	241	77	33	-37	-230	-286	
14	224	132	58	-96	97	-1564	-420	-250	-189	-185	-14	268	574	360	405	163	145	-35	-333	-407	
-77	65	90	-14	-370	-294	-1607	-678	-786	-384	-282	0	237	889	831	790	319	294	87	-563	-230	
6	24	206	41	-292	-369	-2053	-1121	-1227	-303	-27	214	395	756	1079	1216	31	417	-97	-312	-321	
136	298	196	49	-470	-217	-2067	-849	-1000	-155	63	317	387	731	913	1413	954	549	-333	-452	-342	
141	290	231	-14	-731	-780	-1492	-320	-217	40	191	209	181	543	399	1085	644	394	113	-304	-266	
-105	46	132	-200	-949	-1156	-1248	16	24	128	263	150	169	110	-212	327	225	394	-60	-214	-171	
-117	-132	0	-317	-891	-1156	-515	452	104	225	221	55	7	-100	-644	-145	-237	286	138	87	-208	
-105	-340	-390	-152	-103	-137	389	912	807	240	118	-74	-94	-425	-1210	-290	-374	-517	242	481	201	
-133	-723	-609	-420	302	479	1719	1516	1442	568	87	-154	-193	-444	-1652	-1268	-1320	-1112	78	560	612	
-279	-1238	-1005	-407	180	1213	2517	1378	1356	495	342	-341	-180	-871	-2191	-2436	-2687	-1561	622	767	1239	
-585	-1548	-1664	-305	245	2331	2292	1878	1476	733	223	-434	-490	-1315	-2163	-2532	-3124	-2051	429	1504	1749	
-674	-1003	-1473	-97	1377	3624	2604	1896	1682	733	-34	-408	-393	-857	-1776	-2271	-2359	-2581	613	2052	975	
-748	-753	-1254	-241	1131	3554	2292	1689	893	376	231	-354	-532	-941	-1348	-2038	-1689	-2935	475	2166	1315	
-1043	-444	-1005	-571	286	1859	1858	1343	738	48	52	-261	-227	-1121	-1680	-1584	-1798	-908	645	956	805	
-363	-97	-873	-275	-158	916	1007	670	185	-27	-55	-87	-260	-471	-837	-705	-1114	-373	446	516	551	
-85	66	-207	-200	-124	391	129	323	209	-155	-155	-121	-116	-113	-159	-145	-278	-16	148	245	-355	
133	248	57	-42	-151	-130	-817	-251	-135	-172	-121	-94	31	125	219	265	163	364	-104	-215	-260	
158	406	245	90	-302	-823	-1665	-1378	-297	-277	-155	31	63	181	699	806	225	277	140	-1013	-201	
104	224	279	386	-288	-1098	-2096	-1278	-1042	-404	-289	174	300	432	946	987	240	174	-60	-1297	-259	
-21	102	264	154	-165	-463	-1535	-921	-1014	-829	-443	47	221	582	913	855	505	239	-245	-792	-422	
-49	-56	132	131	-144	-294	-1061	-649	-772	-688	-382	-21	189	362	548	396	384	317	26	-163	-274	
-105	-91	-7	-28	-384	-403	-903	-1264	-345	-433	-134	63	150	-80	274	343	318	197	-37	-171	-215	
-21	-42	-20	-28	-311	-144	-616	-414	-68	-330	-108	73	173	204	238	234	225	193	19	-97	-43	
