85	89	248	-15	272	0	-43	-173	-100	-167	-275	-382	-223	-197	117	8	-57	49	85	-83	505	98	-14	-88	-73	-77	-127	
107	222	629	-299	359	-51	-44	-135	-234	-426	-397	-613	-408	-295	301	141	155	165	271	-83	195	-89	-170	-149	-41	-127	-221	
121	160	629	396	368	-174	-44	-273	-275	-684	-419	-688	-500	-239	163	208	373	293	386	139	122	-82	-170	-189	-189	-168	-99	
129	133	593	379	193	-1	-109	-337	-1023	-1095	-1291	-1155	-927	-337	385	100	1190	507	670	401	236	243	-75	-374	-370	-175	-147	
178	231	630	511	318	-80	-313	-890	-1482	-1840	-2078	-1547	-1092	-346	385	233	1816	1147	1430	1482	529	260	0	-487	-900	-271	-201	
170	276	1188	1041	649	-210	-173	-1043	-2261	-2388	-2351	-2150	-1437	-570	217	108	1798	2072	1359	1746	986	903	363	-715	-1311	-314	-241	
94	311	1692	1214	631	-326	-890	-1427	-2536	-2266	-2215	-1668	-1542	-267	117	449	1655	1716	1112	1746	1230	1632	347	-715	-1296	-257	-261	
-23	374	1052	1368	1116	-749	-1476	-1381	-2016	-1916	-1821	-2029	-1317	-127	108	433	886	1379	1182	884	1003	1997	360	-530	-1325	-708	-381	
62	995	1982	1368	482	-842	-1044	-1043	-543	-1399	-1851	-1939	-1437	-120	108	291	760	898	723	188	881	2274	946	0	-886	-962	-364	
44	302	1982	347	298	-966	-258	-216	-158	-745	-766	-1442	-912	92	129	275	240	165	197	-369	654	1024	1430	128	-256	-289	-257	
-140	-147	531	-73	-59	-734	-159	155	137	-242	-482	-311	-218	143	41	166	-77	-258	-538	-1239	-137	-82	619	721	192	-128	-121	
-207	-147	115	-630	-595	-210	660	809	1070	94	102	-8	109	403	-161	-84	-767	-844	-1165	-1921	-506	-731	-7	858	648	207	317	
-207	-331	-132	-1396	-604	183	2168	2053	2364	787	2500	1475	515	652	-314	-659	-1871	-1957	-1573	-2284	-1257	-1722	-183	910	1756	1334	349	
-686	-919	-1035	-1943	-962	746	2774	2468	3357	1663	4038	3041	1001	852	-1623	-1517	-3932	-3568	-2346	-2661	-1618	-2455	-447	841	2131	1774	508	
-362	-1502	-3091	-3365	-931	1051	2585	2675	3769	2538	5280	3833	2283	780	-1905	-1901	-5389	-3964	-3906	-2748	-1979	-3073	-1464	927	2540	2045	1271	
-295	-2527	-3515	-3865	-417	746	2983	2449	3694	2743	6521	4551	2448	725	-1311	-2300	-5595	-4784	-4664	-3009	-2195	-3159	-2108	418	2642	2316	699	
-428	-1975	-2495	-3521	-246	1394	3115	2166	4275	3116	6187	4717	3107	725	-1147	-2389	-6066	-4989	-4270	-2269	-1993	-3274	-1893	418	3273	2520	412	
-369	-1565	-2589	-3443	-559	1584	2547	2091	3450	3041	5039	4128	3053	761	-880	-2744	-4830	-3964	-3556	-1994	-1979	-3217	-1378	310	2983	2333	404	
-354	-1140	-2086	-2443	-884	936	1429	1601	2551	2371	3482	2893	2723	412	-301	-1753	-3329	-3129	-2710	-1994	-1776	-2800	-1135	217	1824	1300	333	
-30	-419	-533	-1364	-1149	0	689	885	1801	1309	1981	1585	2045	134	167	-748	-1562	-2147	-1908	-1341	-1141	-2240	-387	410	801	402	-7	
98	-59	407	-802	-1118	-610	599	60	1633	600	443	127	735	-22	418	-35	-97	-470	-800	-514	-348	-731	-82	222	56	0	-107	
136	35	646	-37	-542	-1136	8	-108	327	102	-319	-276	-29	-92	792	166	1029	-166	-83	-21	-130	-157	228	-21	-716	-329	-294	
178	365	1130	655	-262	-1508	-1260	-859	-165	-200	-1155	-914	-324	-211	1046	600	2031	507	475	368	793	389	646	185	-1566	-835	-227	
248	623	1362	1445	-225	-1585	-2185	-1811	-1512	-897	-1972	-1954	-472	-239	653	654	2782	2001	1324	1183	2051	955	662	-223	-1948	-1779	-742	
187	623	2060	2312	351	-749	-2447	-2225	-2368	-1901	-2502	-2391	-422	-43	513	924	3713	2766	1713	2396	2243	1701	468	-701	-2274	-1864	-434	
-37	471	2157	2081	1231	-424	-1938	-2026	-3269	-1916	-2941	-2180	-289	-134	519	708	3498	2659	1536	2027	2191	1441	307	-872	-2160	-1314	-548	
8	169	1576	1734	637	-145	-1522	-1550	-3376	-2099	-2124	-1773	-127	-456	309	996	2890	1823	935	1658	1475	660	193	-402	-1268	-849	-348	
-15	0	1227	1946	263	-87	-766	-1228	-2368	-1430	-1806	-1366	177	-115	242	672	2066	1396	599	1131	1038	97	-143	-324	-744	-835	-374	
-8	169	607	1041	35	-15	-44	-813	-714	-943	-943	-809	-8	-24	240	366	655	596	404	393	334	-55	-201	-318	-263	-362	-254	
-111	169	372	440	105	-58	-231	-294	-436	-456	-671	-522	-183	-42	113	291	307	205	240	32	-110	-89	-285	-257	120	-215	-27	
