46	56	163	231	42	-120	-134	-323	-321	-181	-328	-433	-282	-124	203	224	234	515	232	287	222	150	-100	-298	-218	-348	
69	216	344	359	179	-233	-233	-361	-791	-223	-499	-946	-159	-158	301	357	360	670	870	605	357	23	-60	-370	-397	-360	
191	242	551	787	-29	-135	-1092	-436	-1638	-792	-915	-1327	-290	0	231	300	498	1013	1432	978	833	331	-34	-345	-481	-474	
156	328	1014	917	-8	-156	-1587	-749	-2277	-955	-1121	-990	-289	-281	326	121	452	910	2284	1554	1204	418	-93	-492	-487	-394	
130	380	1427	861	136	-184	-1962	-1137	-1459	-644	-1018	-492	-49	15	671	677	363	1322	2233	1300	1389	442	39	-317	-581	-1142	
252	363	1427	451	34	-673	-2322	-809	-1073	-407	-554	-360	-176	-3	301	642	-7	144	1500	673	1928	1065	306	-291	-760	-1443	
260	346	377	228	-355	-583	-2007	-734	-642	-105	-257	-272	-14	-151	423	146	-210	-162	328	809	884	1015	656	-278	-774	-459	
133	155	378	-22	-312	-779	-1557	-106	-238	216	-208	-67	172	102	66	-381	-441	-502	-390	103	134	363	323	-166	-145	-178	
8	43	9	-306	-248	-628	-78	634	684	408	-194	41	189	107	-111	-279	-468	-971	-1254	-779	-254	324	305	156	171	-178	
-18	-92	-79	-760	-399	-233	397	1217	1806	525	58	132	246	16	-335	-544	-631	-1028	-1905	-1540	-541	-160	159	415	288	77	
0	-829	-657	-958	-355	161	1697	1945	2096	1446	572	396	353	114	-123	-1262	-481	-1427	-1551	-1723	-1023	-881	78	765	1085	318	
-130	-1274	-1527	-1293	-121	517	2192	1981	2186	1320	1333	1058	758	57	-362	-1837	-721	-2095	-1509	-2145	-1093	-1774	-193	438	1643	427	
-324	-1565	-2322	-1490	221	941	3034	2073	3073	1338	1279	1770	1677	90	-780	-2311	-878	-1939	-2217	-2681	-1275	-1899	-451	1260	2053	334	
-468	-1320	-2658	-1977	255	1843	3455	1672	3146	1356	1548	1681	1925	8	-1329	-2398	-1607	-2024	-1481	-2779	-1850	-1969	-691	1277	1643	124	
-238	-732	-2184	-1871	204	2285	3455	1581	2440	1158	2371	1290	1165	81	-968	-2311	-2022	-1683	-1707	-2202	-1920	-2248	-517	946	1906	791	
-420	-1013	-2200	-1810	145	1843	2924	1253	2005	654	1959	809	776	163	-533	-1866	-1636	-943	-1636	-2075	-1626	-2137	-193	649	2037	800	
-303	-460	-977	-1293	17	904	2063	1544	1770	708	1226	667	493	-62	-369	-702	-835	-587	-1084	-1976	-1570	-1662	-93	689	1561	233	
-58	-216	-429	-821	-298	42	1258	980	1571	816	464	738	98	-144	57	-300	-506	-304	-518	-1272	-1261	-1007	259	658	452	-138	
295	-173	-250	-487	-898	-353	431	1690	847	906	232	247	-207	-213	21	-75	-359	-305	-334	-525	-421	-100	287	242	23	-243	
197	121	-9	17	-1458	-1065	-352	378	16	191	16	-138	-482	-322	317	97	-75	-223	-236	79	-254	129	172	-278	-362	-394	
295	363	77	385	-640	-1442	-1317	-302	-583	-216	-90	-401	-386	-172	267	469	282	88	312	876	230	497	164	-340	-422	-534	
217	389	452	1159	-171	-1080	-2037	-1197	-1147	-570	-679	-682	-489	-206	456	660	290	550	904	1300	615	915	330	-671	-897	-543	
178	302	490	1253	-43	-628	-1587	-1779	-1266	-1206	-679	-595	-454	-76	334	955	636	961	1892	1757	598	1049	39	-1293	-1433	-446	
304	216	227	1402	42	-184	-1437	-2212	-1385	-1221	-1253	-726	-655	-185	339	590	446	996	2114	1215	555	497	-73	-1265	-1516	-374	
177	173	321	470	221	59	-1332	-1675	-1132	-675	-826	-888	32	-226	209	365	946	1030	1228	538	380	213	-160	-588	-911	-609	
69	190	312	437	203	169	-657	-749	-716	-984	-576	-404	263	45	358	478	826	430	682	478	214	-20	-40	-602	-1048	-505	
34	69	301	284	213	59	-240	-197	-335	-777	-298	-390	263	-213	326	40	121	273	400	446	174	-220	-161	-317	-389	-145	
