184	113	49	-270	-351	-254	-239	-306	-138	-48	328	265	269	126	-226	-176	-112	-180	-40	
87	164	-9	-256	-268	-93	-939	-702	-109	-95	352	398	412	165	-213	-119	-188	-243	-67	
167	99	8	-221	-372	-543	-1387	-975	-373	-223	938	446	460	324	-292	-533	-276	-250	-76	
142	58	-22	-130	-138	-731	-881	-788	-339	-156	1449	588	581	513	-173	-385	-382	-260	-72	
142	-70	-153	-138	-224	-659	-335	-470	-806	-135	1347	521	214	165	-60	-225	-318	-217	-183	
-217	-153	-160	-120	41	-199	-69	-62	-434	-61	128	-128	-119	-127	-26	-27	-95	-105	-135	
-231	-327	-423	-221	263	139	701	642	-149	-210	-370	-976	-434	-602	110	57	70	-105	-42	
-454	-541	-738	-283	369	1148	2733	2205	476	-351	-1537	-1666	-1892	-1300	-199	78	658	178	154	
-462	-644	-1018	-283	493	1939	4060	2986	308	-587	-2486	-2667	-2439	-1690	-153	289	1216	598	557	
-313	-467	-1548	-283	1023	2396	3711	3004	1326	-331	-3109	-3456	-2383	-2402	-186	930	1282	442	307	
-217	-644	-650	-394	369	1992	2942	2135	273	-630	-2599	-2991	-2551	-1955	-186	847	1052	264	30	
-182	-313	-333	-181	254	1711	2069	920	273	-317	-1650	-1638	-1626	-1048	-87	831	351	75	-98	
-140	-84	-70	-156	-138	445	513	32	135	-270	-886	-148	-341	-200	157	217	-93	-217	-125	
117	183	58	-235	-408	-543	-389	-530	-14	-23	16	183	254	482	275	-27	-257	-224	-143	
141	366	174	-235	-713	-1079	-1459	-1421	-122	176	227	317	1120	948	236	-60	-323	-250	-140	
259	298	120	-339	-611	-1370	-1517	-1665	-231	418	400	978	1490	982	-80	-312	-336	-310	-216	
152	150	74	-173	-420	-847	-1314	-1765	-366	181	280	995	985	982	110	-337	-283	-289	-229	
72	33	14	-125	-360	-383	-1141	-1004	-217	83	304	470	293	442	228	-93	-168	-232	-228	
63	-49	74	-69	-509	-586	-809	-875	-149	64	488	295	277	292	204	-106	-110	-176	-131	
