-155	-108	58	-213	-380	-125	-119	-958	-160	188	-359	-194	94	1192	
-208	-118	-96	25	-214	-294	-173	-381	-81	-183	-1026	-368	671	2337	
-331	-206	-74	-19	-206	-352	-247	-264	34	-411	-1338	505	1004	1598	
-280	-67	-24	-35	43	-202	-198	-228	-79	-154	-558	429	875	85	
-182	-149	-133	-140	172	-301	-239	-177	34	120	626	894	653	-161	
-184	-45	-45	-162	541	3	-96	-272	360	214	1540	437	85	-191	
-162	198	-155	0	87	-132	-345	-91	506	214	634	-183	-254	-102	
-30	198	-147	-125	-59	-160	-294	-250	1199	-132	966	126	-147	27	
-15	29	111	-140	-257	-154	-277	-103	443	68	345	-132	-197	-154	
43	55	-26	-287	-521	-217	-81	77	145	223	165	-162	-352	-154	
0	-23	-103	-96	-1207	-110	558	261	89	-66	-140	-432	-501	-88	
172	-83	-265	-477	-488	361	1111	309	17	-601	-227	-271	-339	-149	
361	-213	-294	-821	-629	472	2298	428	394	-153	-205	-286	-278	-81	
40	-92	-184	-633	862	653	1574	-308	214	-198	-205	-432	-403	-185	
-103	-117	-133	-59	1326	1158	446	-455	-36	-228	-550	-273	17	-108	
-206	-140	28	146	1530	1251	-367	-231	326	-367	-995	-125	359	-103	
-309	21	241	1291	584	421	-352	-78	43	-213	-401	-66	608	-30	
-150	292	365	2461	249	-257	-652	-206	-133	-254	-330	34	608	-110	
-419	1869	1424	1997	-257	-338	-543	-279	-286	-337	180	126	8	-30	
-103	1925	723	671	-521	-323	-382	-258	-162	-7	306	282	-391	-264	
1569	2092	34	68	-268	-257	-316	-206	-77	191	269	35	-418	-227	
1290	413	-323	-382	-360	-206	-418	-433	-62	77	257	8	-288	-249	
918	284	-389	-1008	-279	-192	-426	-236	188	51	205	-112	-179	-239	
