-101	-189	-208	-318	49	81	-54	-100	-62	
-133	-209	-374	-380	-90	-30	-21	40	-14	
25	-306	-340	-521	-324	-90	301	292	161	
-28	-362	-485	-639	-303	196	536	434	250	
-241	-821	-444	-1356	-227	278	1213	1337	339	
-154	-1324	-871	-1752	-145	286	881	1180	688	
-238	-1620	-856	-961	-207	-144	480	625	336	
-84	-209	-243	-28	-152	-281	40	129	282	
184	341	473	471	-14	-1050	-1055	-989	-244	
393	1338	2102	1752	271	-1834	-2831	-2340	-339	
343	1698	3337	2357	296	-2356	-2975	-2742	-217	
184	1446	2442	1805	164	-1384	-1906	-2441	-366	
-147	491	1243	1041	271	-427	-737	-1219	-231	
-349	-35	24	123	180	-199	-192	-68	-104	
-260	-320	-388	-297	123	-76	456	186	-7	
-216	-200	-381	-316	-324	343	881	284	-75	
-174	-126	-620	-873	-379	212	478	186	-44	
-123	-160	-679	-565	-310	-144	240	178	35	
-105	-265	-561	-404	-330	-288	448	170	48	
16	-70	-338	-332	-255	-117	505	154	-95	
