-63	-186	-277	-521	16	-42	40	119	35	
-56	-355	-298	-580	-21	77	358	210	16	
-134	-392	-402	-1093	8	16	342	330	56	
50	-674	-635	-1122	16	196	545	712	387	
-112	-733	-738	-1591	-248	196	548	746	452	
-112	-600	-812	-1254	-489	81	380	451	149	
-56	-133	-104	-390	-275	24	-58	-14	-28	
33	458	886	330	-49	-325	-621	-1018	-258	
335	1950	2192	1450	-97	-1239	-2441	-1880	-271	
368	2022	2585	1485	90	-1921	-2975	-2742	-463	
410	1752	2603	1521	625	-1384	-1647	-2455	-332	
159	483	1082	1041	493	-427	-852	-1334	-244	
-523	-70	448	-63	-42	-206	-137	-177	-82	
-506	-341	-215	-639	-165	-28	383	202	-55	
-432	-407	-679	-639	-55	352	427	146	137	
-307	-348	-885	-844	-269	638	412	154	-238	
-433	-629	-885	-639	-241	131	288	227	13	
-63	-431	-664	-302	-172	-83	383	73	18	
