-100	110	-82	-62	-169	-219	-202	-444	-297	-203	-131	260	-55	-122	
-100	-97	-118	-123	-71	-238	-299	-492	-375	-220	-144	207	129	-83	
-95	-93	-149	-29	-31	-98	-334	-650	-521	-200	-21	586	137	84	
-64	-64	-142	25	75	-91	-792	-1430	-1005	-289	393	811	316	250	
-25	42	-22	-64	25	-154	-1147	-1665	-917	-55	533	881	868	387	
-72	-23	-38	-155	-83	-252	-1250	-1224	-785	-317	245	326	389	186	
-136	-135	-259	-570	50	92	-223	8	-256	-296	-90	-219	-116	32	
-157	-419	-290	-633	-92	167	308	1011	507	-241	-731	-1257	-1004	-183	
-235	-546	-375	-520	-450	284	2004	3015	1948	-90	-1500	-1849	-2498	-373	
-228	-408	-269	-619	-252	469	1860	3480	2392	32	-1950	-2109	-3202	-285	
-365	-344	-240	-432	-406	301	1410	3068	1379	811	-1645	-2224	-2326	-75	
-380	-362	-226	-296	-301	-196	491	1190	495	452	-920	-1156	-1090	-68	
-264	-156	-15	-204	-267	-231	-21	-7	-152	180	-144	-151	-28	48	
-178	-133	-75	-85	-260	-247	-209	-520	-521	-97	73	415	219	129	
-207	-112	-64	8	-106	-162	-97	-1018	-668	-117	196	357	340	210	
-193	-43	-22	29	-22	-196	-511	-1091	-888	-269	-21	279	324	80	
29	-15	14	152	176	-321	-237	-347	-565	-399	65	456	434	-37	
13	8	130	270	244	-142	-211	-284	-76	-399	212	345	347	123	
