-82	-162	138	-273	-266	-302	-8	-936	-405	-623	-322	-23	-302	-302	25	-63	34	86	51	255	473	105	17	-103	-52	-286	
-236	-468	165	-153	-332	-246	-111	-454	-368	-354	-356	-459	-414	-674	-159	-125	82	163	96	215	289	-89	5	240	-74	-345	
-222	-199	-38	-170	-324	-236	-240	-398	-354	-360	-287	-851	-221	-674	138	284	258	215	280	249	559	-81	71	91	-228	-190	
-222	-170	-156	-106	8	-122	-214	-589	-625	-442	-404	-1195	-493	-329	655	561	560	481	560	275	453	275	8	283	-154	-109	
-229	-159	-140	-104	-117	-336	-567	-1547	-578	-1313	-1062	-2166	-361	-220	1009	526	838	1057	1643	1125	706	318	210	395	-37	-169	
-67	-96	-190	-391	-324	-535	-1138	-1500	-1566	-2457	-1250	-2182	-67	-316	1400	521	457	2230	2127	1441	1795	715	431	213	0	-23	
26	-59	-133	-948	-494	-1586	-3318	-2723	-2271	-3334	-1125	-2151	-353	-439	462	431	689	2341	3615	3207	3040	2071	344	447	25	146	
78	-15	-332	-1450	-233	-3249	-4479	-4558	-3180	-3052	-764	-1086	-412	-138	457	172	603	1560	3764	4416	4044	3334	1233	546	343	188	
78	-89	-710	-2015	-1331	-5289	-5357	-4762	-2491	-2723	-361	-500	0	77	310	120	534	871	2499	3970	5734	5024	2310	787	567	206	
-177	-301	-632	-2109	-3450	-6857	-6957	-3742	-1613	-1438	173	95	544	138	-45	-326	526	17	1104	3189	6236	6045	2755	2123	870	326	
-200	-303	-946	-2925	-4878	-8050	-6910	-3052	-939	-404	919	466	1828	-8	-353	-1656	129	-1231	405	1739	6533	6881	4778	3087	550	386	
-326	-641	-1056	-3302	-5851	-8724	-5859	-1971	-243	328	1890	1558	2723	0	-390	-2313	-671	-1684	-37	-8	5456	7104	6115	4052	610	521	
-295	-515	-1228	-3836	-6745	-9211	-6063	-1359	86	830	3234	2920	2984	-199	-1384	-3940	-1641	-2185	-331	-257	4787	7754	6375	4293	888	1095	
-15	-405	-1103	-3663	-7106	-9540	-5216	-716	381	1689	2207	3928	3637	25	-2198	-4645	-2095	-2326	-623	-969	4638	7940	6969	4627	678	947	
-134	-76	-1118	-3318	-7122	-9807	-5247	-387	471	1017	2842	3685	4178	-74	-2135	-4645	-2235	-2310	-323	-1141	4675	8070	6672	4980	1389	799	
-192	-273	-1181	-2658	-6054	-8614	-4887	-1124	-155	372	1516	2528	3563	8	-2057	-3612	-2423	-1857	-325	-382	4471	7698	6430	4590	1222	724	
-251	-612	-490	-1936	-4799	-8050	-4965	-2598	-346	-155	919	605	2910	-294	-1556	-2078	-2001	-1231	25	-81	5753	7754	5298	3477	1723	283	
-332	-397	-111	-1528	-3512	-6810	-5639	-3099	-860	-968	155	-8	2126	-221	-805	-748	-250	-621	1216	624	6422	7271	4407	2754	1037	120	
-340	-303	-207	-649	-2210	-5383	-4746	-4150	-1315	-2363	-37	-898	1194	-376	-456	-235	-8	-169	2610	1795	6422	6677	3795	1863	703	330	
-266	-266	-220	-163	-1237	-3296	-4698	-4699	-2835	-3256	-368	-1493	-8	-138	207	198	476	431	3894	3356	5865	4950	2161	601	480	120	
-205	-59	-146	-177	-479	-2198	-3491	-4699	-3102	-3726	-1626	-2589	-265	-375	371	336	1285	964	4266	4081	4583	2740	593	146	192	17	
-64	-89	-126	-133	-133	-849	-1750	-3648	-3149	-3381	-1062	-2683	-536	-375	358	708	1396	1857	3838	2761	3356	722	344	206	128	-228	
-48	-104	-111	-81	-28	-45	-589	-2739	-2114	-3256	-686	-2636	-473	-294	167	354	1136	1616	3280	1683	3022	25	25	163	-30	-316	
-81	-163	-616	60	147	-24	-508	-1437	-1001	-2253	-435	-2072	-567	-59	250	198	763	834	1420	828	749	79	-213	-125	-59	-181	
-124	-303	-332	43	277	37	-258	-251	-1017	-1187	-361	-1227	-324	-316	250	-45	750	327	1141	232	292	-243	-316	-103	-122	-181	
