113	-141	-178	-156	-104	-62	-30	-177	-244	-406	-214	-450	-242	-164	-207	-435	-244	5	43	46	-8	147	121	129	77	-133	86	94	276	207	-140	52	
-47	-156	-200	-106	-94	-74	-67	-229	-266	-539	-229	-377	-450	-177	-192	-308	-354	60	90	225	8	131	214	121	131	276	34	198	258	37	-125	-87	
-171	-166	-141	-37	-89	209	-45	-163	-269	-559	-512	-200	-587	-325	-553	-251	-430	373	245	338	285	294	241	153	313	363	-302	131	32	-55	-111	-45	
-189	-161	-111	113	-67	-19	-215	-222	-253	-858	-1392	-1078	-1326	-443	-520	-380	-187	416	182	450	623	957	458	199	606	682	103	336	-67	-28	-23	-97	
-230	-178	-126	-9	-29	0	-288	-156	-552	-1550	-2194	-1659	-1939	-1488	-704	-490	-351	520	529	1662	713	1742	1465	396	1072	1511	-302	26	-6	34	-8	-155	
-230	-156	-97	104	-37	-167	-407	-659	-1433	-2415	-3184	-2508	-2347	-2258	-657	-522	-351	138	577	1400	713	1760	2548	2114	2229	1567	-96	19	76	76	4	-74	
-178	-119	-59	-23	-215	-222	-296	-1052	-3100	-3421	-3011	-1769	-2504	-1724	-1191	-369	-59	182	546	1962	881	1499	3445	3421	2995	2518	473	164	112	25	25	-147	
-119	-140	-141	-189	-422	-481	-906	-2468	-3178	-4348	-2587	-1298	-1954	-1142	-1379	-266	-140	78	520	1550	225	1088	2231	4578	3275	2630	1405	224	84	-74	-89	-78	
-244	-178	-148	-170	-716	-1318	-1661	-3931	-3650	-3389	-2508	-163	-1074	-295	-594	-140	-461	25	234	216	17	1293	1577	3738	4562	3488	3474	354	77	80	-6	-15	
-267	-267	-291	-414	-858	-2561	-3376	-5315	-4310	-3043	-1738	217	-298	-37	-343	-271	-571	250	-118	26	100	372	550	3309	3331	3917	4872	1251	913	155	120	120	
-330	-252	-333	-417	-1645	-3332	-5342	-5614	-3760	-1723	-310	496	-295	382	-236	-30	-587	-386	-881	-221	-15	-59	-23	1255	2901	3842	5544	3562	2105	155	145	102	
-212	-252	-588	-716	-2857	-4292	-5956	-5378	-2974	-465	252	835	113	2370	469	364	-174	-324	-2465	-966	-229	-368	-623	372	1464	3898	5861	4978	3222	284	353	180	
-289	-252	-651	-795	-3187	-5803	-6884	-4356	-2046	26	539	1368	1054	3083	2157	2059	-148	-1143	-3924	-3161	-2018	-1001	-1469	77	95	2798	5991	5369	3502	912	964	301	
-234	-311	-997	-1488	-4274	-5677	-7655	-4371	-945	235	696	1331	2368	5147	3526	2378	-428	-2163	-5759	-5420	-3507	-1550	-1752	-89	0	1977	6849	6357	4358	1024	1262	695	
-296	-333	-572	-1897	-4226	-6826	-7907	-3254	-274	662	1203	2157	3231	6535	4764	2584	-428	-1865	-6701	-5687	-5702	-2161	-1736	-250	-170	1194	6886	6879	4936	1489	1411	439	
-511	-454	-682	-1850	-3723	-6527	-7891	-2688	-163	1508	883	2401	3850	6686	4989	2809	-229	-1708	-6465	-6016	-6204	-2052	-1846	-368	-383	1380	6569	7661	5327	1471	1355	568	
-402	-289	-919	-2070	-3833	-6165	-7592	-3663	-362	655	548	2138	3926	5935	4633	2959	-177	-1881	-5697	-5937	-5561	-1628	-890	-442	72	1716	6196	7941	5122	1936	946	499	
-219	-267	-478	-1614	-3849	-7030	-7765	-3852	-451	129	0	1819	2086	4734	3226	2847	-540	-1394	-4347	-4573	-4040	-798	-874	-427	-600	2201	6047	7643	4619	1880	448	370	
-230	-484	-1265	-748	-2841	-6354	-6727	-3663	-1244	-368	-399	1857	622	2858	1595	2172	-295	-547	-2873	-2958	-2551	-108	-717	-273	60	3134	6140	6618	3595	1452	396	275	
-281	-426	-745	-606	-3140	-5016	-5814	-4088	-2250	43	-575	918	-104	2164	443	1591	288	78	-1430	-1311	-1171	225	-576	-52	998	4066	5879	6003	2980	491	215	199	
-318	-193	-446	-207	-1928	-3206	-4870	-4592	-3257	-1125	-1470	-8	-553	156	182	217	297	159	-207	52	-140	597	-133	475	2229	4738	5040	4251	1024	518	43	215	
-198	-45	-173	-67	-527	-1774	-3722	-4812	-4766	-2305	-2964	-318	-870	-373	-45	173	-148	468	260	802	242	727	121	1479	3573	4943	3866	2909	261	517	-37	215	
-101	-96	-134	-85	-252	-82	-1944	-3978	-5097	-2446	-3420	-406	-1891	-671	-524	-332	-258	708	914	877	693	1144	1783	3085	3461	4850	2878	711	69	17	-37	0	
-178	-104	0	-85	-89	-163	-906	-3176	-4641	-3358	-4253	-386	-2237	-1221	-1222	-332	-295	595	1232	1737	1723	1536	2660	3421	3181	3563	1722	-52	-52	-15	-37	163	
-74	113	0	-2	-99	-193	-200	-1870	-3681	-2839	-4237	-1549	-807	-2132	-1473	-428	-126	737	1194	1195	2414	2583	3314	3495	2752	2425	440	-155	-15	-70	-257	43	
-15	-24	-200	-101	50	366	95	-1147	-2329	-2053	-3200	-1706	-1750	-1692	-1065	-339	-170	831	1232	1569	1592	2788	2941	1983	1894	1846	207	-177	-133	-200	-154	-74	
-156	8	-207	-89	34	244	-119	-347	-1291	-1047	-2052	-1314	-964	-1818	-720	-413	-332	199	951	1176	1442	1686	1633	527	886	293	-81	-133	103	-221	-150	-67	
-27	-10	-230	-109	146	19	-111	-178	-547	-362	-889	-779	-289	-1378	-229	-163	8	17	164	658	638	2041	588	268	492	95	-177	-109	-19	-118	-155	-252	
-60	-42	-200	61	-37	-45	-163	-128	-289	-371	-559	-399	-170	-734	-177	95	-23	-67	60	78	77	1162	207	95	-96	-39	-59	-65	51	-76	-169	-448	
