-135	-61	-87	-81	-215	-123	-109	-303	-837	-231	-342	-360	-194	-153	-163	-156	288	183	-178	-92	-60	-37	52	287	278	-155	-200	-141	-118	-94	-100	
-56	8	-129	-222	-175	-174	-160	-367	-837	-316	-425	-373	-270	-215	-210	-26	209	107	-74	-8	69	62	191	435	174	-192	-318	-59	-15	-177	-59	
-75	347	-21	-187	-113	71	-106	-166	-630	-376	-479	-424	-296	-246	-200	-119	90	113	26	130	218	26	348	261	119	-52	-141	139	17	-185	-214	
-123	371	-61	-121	-161	-88	-167	-206	-533	-329	-355	-548	-319	-272	-144	131	157	157	209	211	212	388	966	374	95	-15	3	304	19	-133	-148	
49	371	-34	-74	-168	-94	-160	-219	-1431	-1021	-1511	-706	-734	-1060	-232	-52	349	-67	1336	1134	531	348	1211	575	357	34	107	92	-4	-82	-192	
41	56	-61	-54	-108	-134	-200	-163	-2232	-1790	-2550	-1262	-1065	-1155	-395	-52	351	-97	1826	852	1963	1500	2265	1705	230	139	96	69	81	60	-317	
-68	-28	-14	-36	-74	-341	-340	-982	-2260	-2409	-2400	-1765	-925	-1533	-141	-215	70	34	1298	889	1887	1915	3149	2044	1264	409	69	76	30	-52	-135	
-245	-61	-183	-131	-88	-421	-1272	-1968	-2881	-3590	-2003	-1425	-1917	-1187	-104	-289	-155	164	1147	965	1718	2028	3845	2909	2373	1090	321	-30	17	-45	-104	
-483	-231	-237	-216	-257	-420	-2025	-2814	-3627	-3082	-2058	-255	-1191	-1407	-52	-415	-8	-367	585	-148	1473	1651	3299	3868	3896	2048	617	192	26	45	0	
-313	-266	-260	-343	-1103	-658	-3322	-3855	-4400	-2670	-1292	201	-1002	-903	262	-481	-382	-934	8	-669	523	593	3111	3699	4704	3157	2044	156	195	199	8	
-300	-303	-359	-843	-1624	-939	-4787	-4244	-4041	-2093	-151	448	-104	131	465	-675	-104	-1234	-163	-1173	130	-30	1625	2570	4948	4773	3603	1035	400	260	234	
-238	-285	-900	-1056	-2258	-1920	-5512	-4230	-2964	-1378	101	742	779	341	1466	-165	-458	-2131	-811	-2337	52	-355	287	1743	5042	5280	4824	1823	944	86	130	
-388	-82	-1099	-872	-2709	-3701	-6670	-3855	-2398	-356	69	1137	1269	2033	2278	-990	-1923	-2887	-2464	-3014	-720	-937	69	1085	4798	6520	6214	2368	1601	43	94	
-402	-420	-1398	-1367	-3667	-4220	-7354	-3356	-1859	-264	0	2243	2857	3186	2996	-548	-2301	-4273	-3488	-3313	-532	-1330	-222	488	3952	7272	7265	3344	1226	269	410	
-177	-414	-986	-1934	-4118	-5033	-7828	-3272	-1224	171	621	1838	4729	4282	2184	-326	-2821	-4809	-5566	-4699	-641	-1818	-274	-170	3557	6764	7528	3944	1582	882	935	
-320	-353	-857	-2344	-4808	-5355	-7619	-3092	-713	7	341	2291	4843	4736	2165	-326	-3152	-5643	-6211	-5139	-1208	-1409	-237	-229	3501	6746	7923	3757	1564	330	561	
-332	-400	-815	-1764	-5090	-5874	-7312	-2467	-1169	-327	-86	2437	5391	4396	2921	-111	-2080	-5580	-6007	-4541	-451	-1755	-178	-96	2805	5787	8242	3681	1282	321	338	
-334	-244	-957	-1509	-4752	-5860	-7187	-2356	-1541	-60	-158	2486	4786	3621	2278	-193	-1702	-4872	-5172	-3754	-399	-1802	488	87	4008	5769	7772	3494	2427	130	88	
-186	-95	-687	-1212	-3695	-4808	-6768	-2939	-1389	-66	287	688	3349	2411	1428	-163	-1041	-3486	-3094	-2038	26	-1330	357	1066	4685	4904	6420	1973	1639	-30	10	
-170	-285	-432	-773	-3399	-4234	-5875	-3855	-2135	-323	341	379	1099	805	1088	-296	-341	-2210	-874	-1472	445	-1110	723	1517	5418	4378	4692	1898	832	150	-104	
-170	-217	-274	-390	-2117	-3673	-5233	-4064	-3461	-1447	-250	50	113	236	463	-222	78	-210	227	-795	88	-429	1926	2514	6264	3852	3059	1298	-52	-96	-78	
-204	-210	-129	-276	-1652	-2173	-4843	-4577	-4179	-1887	-855	-40	-326	17	70	8	183	-74	576	-407	1134	113	2603	3266	5719	3007	2063	547	119	43	-17	
-96	-121	-127	-135	-934	-1542	-3169	-4411	-4594	-2903	-1484	-458	-513	-341	-185	-55	306	236	770	-303	2546	936	3375	3586	4647	2349	204	212	-59	-29	-54	
-211	-129	-122	-195	-402	-1135	-2081	-3314	-4842	-3233	-2577	-854	-1349	-1123	-267	-348	211	139	1864	244	4129	2122	4052	3097	3444	902	304	156	-7	-133	-177	
-340	-143	-122	-144	-168	-281	-769	-2384	-4386	-3041	-3493	-1575	-1396	-1817	96	46	747	262	2241	249	5127	2555	2810	2345	1677	679	-74	69	8	0	-18	
-144	118	-88	-88	-155	-121	-407	-1482	-3806	-2684	-3521	-908	-1822	-1943	78	188	874	270	2165	437	4430	2366	2189	2100	832	369	-259	-82	26	-44	-58	
18	218	-149	-105	-155	-65	-100	-691	-1887	-1557	-2031	-2064	-837	-1549	-230	201	541	489	2335	497	2452	936	1832	934	287	226	-95	-8	-42	-45	-133	
-34	39	-27	-27	71	-81	-233	-399	-1238	-349	-1142	-2091	-452	-950	175	207	315	131	1977	480	1963	729	1098	278	78	-31	-51	-44	-46	-52	7	
-177	0	-41	32	40	-31	-14	-325	-1320	-375	-1784	-810	-511	-467	-14	-148	384	174	865	270	456	296	191	217	-17	-192	-111	26	-45	-40	-45	
-204	-80	-48	-27	-21	-67	-120	-365	-768	-507	-827	-624	-393	-444	-167	-156	170	122	480	52	199	0	165	104	-170	-86	-8	69	-11	-15	-97	
