-199	-120	-20	-85	-196	-200	-368	-279	-289	-233	97	-97	-143	
-173	-46	0	50	-63	-313	-478	-258	-289	-268	391	65	-136	
-114	-81	57	319	20	-418	-856	-408	-207	65	627	105	56	
-142	-8	-8	67	-296	-1058	-1091	-580	-193	376	526	413	250	
-29	-78	-9	143	-210	-1354	-1459	-990	-413	319	478	590	525	
24	-78	-92	39	-112	-1132	-1312	-741	-317	368	300	275	276	
1	-182	-352	-100	-14	-56	-298	-132	-131	90	81	-55	234	
-150	-297	-577	-71	92	924	903	578	98	-254	-679	-1061	-210	
-319	-325	-407	-218	335	1842	2836	1467	-117	-1196	-2455	-1923	-520	
-355	-403	-507	-232	343	1968	2836	1201	74	-1805	-2744	-3001	-878	
-284	-92	-1212	-376	134	1590	2442	1236	411	-1268	-1690	-1852	-621	
-220	-78	-1257	-162	150	566	1100	495	263	-659	-232	-803	-359	
-176	-149	-387	-99	41	-49	-14	-90	-42	-180	-89	-395	-102	
-86	42	-169	-92	-111	-223	-554	-297	-138	-110	236	-41	48	
-28	-7	-92	58	-61	-156	-393	-404	-104	450	692	186	121	
42	50	67	117	-35	-260	-458	-393	-200	638	521	308	56	
-44	-106	92	-19	-308	-285	-416	-507	-427	73	448	186	105	
-86	32	102	25	-214	-299	-414	-521	-289	-247	158	168	128	
-128	0	262	84	-94	-260	-377	-401	-35	253	214	141	119	
