-146	-291	-339	-289	-21	423	116	-14	
-202	-458	-492	-282	114	260	64	-13	
-526	-664	-639	-461	253	440	178	-14	
-733	-974	-1107	-567	401	417	413	242	
-792	-1356	-1430	-509	210	415	642	266	
-955	-1238	-712	-475	533	390	573	525	
-258	-187	-235	-262	122	40	73	8	
358	448	388	-179	-238	-809	-1004	-441	
1752	2228	1841	0	-1341	-1849	-2254	-392	
1806	2836	2161	222	-2197	-1935	-3087	-678	
1338	2478	1521	246	-1660	-1805	-2613	-373	
500	1118	1005	139	-1573	-953	-1679	-495	
8	307	-49	82	-240	-110	-238	-82	
-84	-305	-387	7	131	456	194	88	
-133	-1003	-668	205	286	356	202	40	
-67	-1062	-932	-21	196	300	259	57	
-244	-694	-873	-172	294	392	340	-61	
-390	-503	-697	-131	122	266	267	-41	
-348	-410	-373	-324	-158	85	113	-210	
-230	-259	-332	-206	-69	122	-123	-167	
