-165	-192	-239	-170	153	313	336	241	103	0	-153	-331	-162	-210	
-296	-340	-309	-112	60	80	448	390	238	110	-179	-202	-40	-171	
-296	-354	-335	-266	-63	64	552	486	460	-27	-186	-160	-14	-89	
-344	-673	-766	-846	-109	16	921	572	446	371	-100	-238	-14	-168	
-193	-1094	-1647	-1104	-312	-189	1228	690	381	304	133	-175	-144	-191	
-186	-1108	-910	-1306	-249	-142	1193	318	214	224	102	-108	-194	-156	
115	-192	-164	-238	-185	-122	224	-329	127	98	80	-53	-119	-77	
115	196	586	389	-129	-284	-431	-1046	-354	-233	-30	-14	-47	48	
351	1640	1702	1545	339	-331	-1835	-1920	-1415	-853	47	62	413	349	
1006	1535	3274	2361	412	-502	-2684	-2977	-2369	-1802	-14	195	1282	442	
793	2818	3798	3438	808	-359	-3052	-3850	-2411	-1913	196	880	1282	500	
320	2238	2907	2865	308	-250	-2585	-3949	-2523	-1802	62	897	1118	213	
-21	1359	1370	1042	129	-129	-1877	-1864	-1654	-1021	78	798	444	-184	
-145	180	285	-21	8	-162	-773	-384	-518	63	70	70	171	-145	
-236	-322	-253	-544	88	201	16	143	182	418	70	10	7	-146	
-379	-1079	-1069	-1133	-7	305	352	876	884	998	-40	-105	-297	-247	
-275	-1297	-1805	-1895	-285	193	563	2011	1490	831	-100	-685	-297	-285	
-303	-1181	-1257	-1981	-217	120	290	1757	1237	647	-20	-328	-264	-243	
-269	-528	-458	-1004	-322	16	352	1097	1086	537	133	-165	-172	-181	
-324	-398	-273	-573	-338	-169	207	302	222	237	61	-291	-276	-224	
