-40	-269	-196	-45	-2	-15	-348	-280	-190	26	-296	
-137	-269	-125	-47	12	-216	-785	-392	-326	87	-458	
-157	-164	-70	-30	0	-74	-406	-488	-340	-262	-248	
-229	-176	-135	-138	-304	-225	-274	-489	-509	-414	-417	
-112	-176	-192	-158	-171	-245	-481	-647	-793	-466	-637	
-99	-226	-373	-300	-303	-496	-1226	-1246	-1249	-701	-716	
-218	-253	-373	-365	-415	-752	-2125	-1671	-2147	-827	-1283	
-233	-341	-376	-541	-950	-1273	-2991	-3026	-2714	-1299	-1409	
-178	-271	-249	-363	-1880	-1856	-5055	-3924	-2966	-1173	-1299	
-172	-201	-389	-600	-2259	-4551	-5260	-3845	-2242	-222	-1692	
-137	-309	-506	-1523	-3236	-4992	-5150	-3183	-1942	52	-1283	
-367	-269	-33	-2358	-5002	-5370	-4236	-1876	-1013	637	-392	
-406	-364	15	-3509	-6137	-6237	-3054	-548	-510	119	-60	
-428	-503	-706	-4913	-6326	-6001	-2582	-60	-15	410	200	
-487	-512	-745	-5055	-7713	-5118	-2298	332	284	585	165	
-382	-699	-854	-5070	-8249	-5102	-1573	166	236	375	270	
-185	-1046	-1357	-4266	-8076	-4645	-1699	-230	-111	60	-215	
-224	-151	-1248	-3872	-6925	-4929	-2392	-289	-111	192	-422	
-145	-184	-949	-3383	-6184	-5150	-3243	-444	-533	594	-889	
-53	-134	-92	-2216	-5380	-4756	-4094	-1057	-698	-141	-1424	
-86	-206	-249	-1586	-3756	-4125	-4535	-1576	-1108	-289	-1912	
-126	-250	-435	-644	-2211	-3526	-4000	-2254	-2005	-422	-2133	
-237	-373	-404	-407	-1596	-2202	-3684	-2380	-2620	-1472	-2133	
-199	-293	-399	-581	-1376	-1667	-2392	-2285	-2131	-1598	-2574	
-33	-198	-273	-141	-393	-1288	-1479	-1687	-1533	-732	-1676	
-148	-381	-353	-115	-141	-555	-833	-962	-966	-559	-1062	
-155	-433	-392	-72	96	-267	-296	-455	-241	-178	-1047	
