-139	-125	95	143	-35	-530	-572	-294	-164	-72	16	360	422	206	102	-67	-209	-158	-127	
-183	-140	141	72	41	-241	-499	-347	-293	-285	96	352	1029	413	205	-40	-218	-206	-197	
-77	-42	70	-35	-85	-200	-659	-1083	-476	-170	257	784	1063	214	205	-27	-317	-251	-239	
25	142	23	16	-145	-407	-1370	-1358	-573	-292	112	495	927	396	386	78	-192	-441	-324	
35	92	23	-21	-197	-494	-1239	-1286	-449	-231	-48	416	326	341	215	31	-86	-441	-229	
155	124	0	-354	-125	57	-158	-239	-238	-175	-162	272	-302	-127	102	15	109	-20	-20	
201	21	-84	-527	-221	353	532	554	486	-68	-616	-256	-1413	-532	-783	-27	235	405	147	
-22	-154	-437	-738	-242	457	1359	1859	1753	24	-914	-1509	-2061	-1836	-1383	-206	266	560	31	
-295	-454	-955	-1253	-536	988	2167	3361	2379	282	-687	-2472	-2991	-2649	-1913	-252	399	1102	0	
-358	-426	-156	-1842	-263	935	3064	4235	3090	463	-872	-2769	-3639	-2747	-1816	-27	540	1282	683	
-316	-349	-319	-1651	-401	564	2730	3886	2326	256	-601	-2443	-3104	-3042	-2011	-34	454	694	-53	
-365	-240	-342	-620	-380	-186	1095	2453	955	105	-142	-1679	-1821	-1415	-825	173	391	413	-94	
-218	-112	-188	-229	-244	-138	16	497	105	80	-95	-419	-539	-314	-74	165	133	-158	-192	
-99	-42	166	-48	-228	-186	-309	-76	-266	-58	24	-189	199	325	150	77	-7	-165	-286	
-29	48	45	99	-187	-310	-1036	-362	-903	-68	144	312	572	901	681	0	-64	-277	-253	
-106	75	-133	14	-187	-468	-1254	-1849	-1722	-447	241	750	1808	1271	831	-266	-298	-303	-229	
116	-29	35	277	-138	-392	-1036	-1473	-1995	-366	329	955	1977	1153	747	-199	-230	-244	-208	
47	-35	25	156	-90	-319	-226	-430	-1119	-346	257	784	944	1221	521	110	-179	-244	-356	
30	48	100	148	66	-203	-309	-219	-975	-298	-81	544	510	388	268	188	-192	-316	-368	
100	100	208	78	-132	-248	-459	-369	-515	-149	64	440	302	198	89	-7	-291	-402	-366	
