-70	-603	-366	-234	-14	342	-266	-130	
-334	-767	-272	-206	-35	652	81	-129	
-376	-767	-339	-282	433	1527	162	113	
-1043	-709	-539	-207	797	1877	573	371	
-1191	-1238	-917	-337	335	1300	712	688	
-1339	-856	-990	-317	163	724	798	743	
-202	-291	-304	-159	-42	89	105	-95	
350	473	355	82	-398	-751	-875	-400	
1734	2729	2037	296	-1065	-3018	-2297	-878	
1662	2943	2161	509	-1877	-3192	-2671	-463	
1698	2675	1414	246	-1254	-1979	-2441	-407	
516	1208	738	0	-107	-795	-1191	-353	
-174	66	24	-29	-90	-205	-82	-187	
-282	-271	-800	-49	-42	277	194	-210	
-171	-381	-814	-131	343	342	382	-21	
-146	-473	-1298	-165	302	366	239	88	
-98	-374	-507	-489	188	225	121	104	
-306	-356	-404	-385	-14	99	137	177	
-209	-340	-263	-110	57	48	32	42	
