-190	-347	-249	-179	-90	40	-26	0	
-181	-302	-256	-193	-48	391	-14	29	
-422	-423	-419	-227	-62	684	24	-48	
-644	-458	-668	-234	40	684	251	-48	
-955	-650	-1283	-200	286	1213	781	153	
-851	-959	-1576	-159	384	1213	955	323	
-541	-856	-1210	-296	428	793	955	541	
-181	-84	-152	-186	16	0	73	-34	
366	886	738	-21	-586	-1156	-1018	-292	
1536	2800	1823	304	-1558	-2195	-2283	-363	
1590	2979	2321	312	-1747	-2498	-2685	-320	
1554	2496	1361	90	-1573	-2513	-2082	-312	
870	921	413	82	-818	-1040	-875	-359	
-21	-21	-132	164	-48	-198	-89	0	
-140	-277	-712	-177	131	440	162	153	
-67	-650	-858	-289	155	349	324	-224	
-141	-885	-770	-447	180	329	381	-26	
-279	-347	-536	-275	-76	229	170	-129	
-231	-347	-155	-97	-37	127	53	-68	
