-160	-145	-186	-405	-363	-333	-245	-193	-289	-52	-2	-37	45	101	216	104	409	-30	-104	
-152	-203	-312	-370	-446	-919	-499	-333	-313	-178	-112	30	192	214	244	230	409	155	17	
-126	-201	-280	-314	-37	-1691	-496	-801	-451	-215	-82	78	549	322	628	165	265	226	-111	
-146	-200	-292	-288	-82	-1896	-1083	-1321	-481	-180	-36	467	1812	898	1474	261	261	322	-111	
-192	-220	-322	-327	-1459	-2211	-1651	-1983	-694	-407	-55	17	2885	1726	2547	1122	456	444	156	
-98	-163	-269	-379	-2358	-3646	-2691	-2314	-883	-400	209	26	4524	3101	4560	1724	888	574	273	
-98	-126	-518	-746	-1570	-4607	-3511	-3117	-1324	-572	12	-67	4392	4324	5068	1856	1320	417	139	
-212	-152	-371	-517	-2989	-5806	-4409	-3117	-156	-120	-30	-229	3695	4117	6686	3962	2016	639	243	
-272	-257	-296	-1026	-5843	-6673	-5055	-2203	524	122	-343	-1424	2132	3552	7665	5034	2787	1184	191	
-266	-266	-361	-595	-5938	-6925	-4015	-1305	1690	474	-37	-2495	724	2555	8022	6087	4196	1673	165	
-212	-178	-1128	-654	-4077	-5947	-3038	-126	2483	122	-496	-3408	113	2046	7853	6275	3426	1334	165	
-298	-165	-1156	-641	-4550	-6673	-3794	-171	2804	244	-252	-3660	148	2799	7627	5203	3557	883	-8	
-333	-435	-568	-732	-5339	-6499	-4346	-833	1917	96	-984	-2463	340	3854	7627	5203	3106	696	-8	
-253	-336	-223	-799	-4408	-5979	-4661	-2093	507	-8	-444	-1062	1887	4418	6611	4432	2580	714	208	
-185	-300	-318	-458	-3304	-4986	-3715	-3275	-134	-259	-67	-170	2302	4437	4334	3191	2072	1109	426	
-113	-217	-290	-451	-2122	-3630	-2596	-2849	-852	-414	-60	218	2716	3816	3789	2081	926	374	-30	
-108	-66	-297	-699	-1570	-2400	-1572	-2739	-1151	-200	-37	279	1925	2555	2528	784	609	78	313	
62	-3	-132	-595	-726	-1470	-989	-1935	-978	-193	-8	122	1435	1482	1267	217	531	176	147	
93	-55	-400	-303	-356	-222	-282	-706	-333	-111	78	305	776	209	313	-45	8	-52	62	
