-156	-106	55	-161	-213	-506	-442	-193	-124	25	24	39	
-255	-190	-95	-129	-105	-427	-565	-214	-137	81	31	56	
-255	33	42	-154	-362	-532	-653	-372	-288	374	182	64	
-135	-11	22	33	-348	-1003	-844	-516	335	554	259	218	
-92	-92	25	92	-821	-841	-1181	-669	384	741	435	517	
-64	-50	19	-216	-895	-1032	-1181	-669	286	464	225	705	
-191	-115	-15	-77	-1191	-826	-858	-684	-35	334	219	314	
-248	-204	-106	-132	-174	-146	57	-131	-206	97	-96	7	
-718	-972	-267	-168	350	886	1094	131	-499	-636	-1018	8	
-396	-1332	-344	-161	1356	2979	2090	-35	-1254	-2369	-2426	-359	
-410	-1152	-898	-35	1194	3176	1752	156	-2443	-2239	-3375	-420	
-327	-807	-301	167	1338	2550	1361	361	-1384	-1632	-2196	-353	
-357	-380	-113	8	291	689	1023	279	-775	-578	-975	-373	
