-30	-98	3	44	41	-269	-456	-376	-272	-89	44	384	318	293	142	-232	-217	-211	-66	-26	
8	-63	-35	-13	19	-215	-499	-477	-774	-238	-21	552	374	303	237	-232	-119	-275	-235	-125	
16	-7	133	24	-42	-110	-862	-1026	-1492	-400	-7	1279	775	309	363	-120	-390	-415	-269	-275	
-55	53	30	-174	-145	-220	-601	-881	-1435	-535	104	1654	555	934	881	55	-948	-520	-379	-373	
33	50	-59	-133	-138	-179	-427	-348	-1148	-292	-41	1228	390	198	363	141	-782	-481	-409	-399	
-29	-35	-140	-160	-14	411	-76	97	97	-244	-183	-175	-188	-121	55	55	-225	-152	-374	-256	
-147	-119	-306	-257	-166	493	425	1003	1042	16	-270	-485	-1159	-434	-340	-35	180	273	-309	-242	
-341	-433	-644	-388	-228	740	1974	2261	2153	242	-419	-1296	-1765	-1668	-965	-34	329	312	334	-196	
-570	-545	-511	-441	-366	1430	2589	3641	2882	379	-772	-2599	-2639	-2187	-1592	-34	633	1036	388	128	
-393	-447	-585	-499	-263	1112	3240	3501	3472	981	-402	-2840	-3244	-2285	-1537	-100	1260	1151	453	205	
-305	-328	-881	-738	-373	617	2361	2715	2726	1395	-459	-2401	-2751	-2607	-1816	70	1260	1085	260	94	
-168	-196	-629	-473	-233	98	2062	1859	937	222	-176	-1296	-1399	-1850	-853	259	633	507	62	23	
-74	-119	-334	-201	-184	-138	204	138	-34	290	-169	-348	-793	-448	268	284	235	85	-230	17	
-85	242	-56	-160	-159	-284	-659	-564	-487	-46	0	120	95	198	1049	377	-7	-112	-226	-121	
48	251	16	215	-80	-179	-1254	-1213	-1464	16	185	597	385	1271	1266	-54	-64	-316	-195	-28	
82	189	191	113	-194	-596	-1558	-1647	-1852	-285	281	733	1317	1877	1266	-87	-658	-343	-238	-134	
53	131	66	241	-132	-450	-1036	-1589	-1593	-265	305	409	1690	1658	614	15	-233	-112	-277	-99	
-78	217	-63	100	-49	-319	-586	-823	-1076	-190	402	580	1063	1103	482	-93	-174	-112	-302	-288	
126	133	114	83	-4	-55	-441	-137	-558	-129	233	544	542	444	331	-20	-119	-218	-322	-347	
