-333	-312	-125	-40	-179	203	162	181	96	96	106	
-272	-370	-221	-170	-64	89	153	63	-88	-13	23	
-140	-488	-404	-220	-151	154	121	8	-88	-81	-45	
-320	-738	-492	-90	180	562	202	-21	-24	-41	-54	
-792	-1047	-1239	-117	474	545	300	258	56	-115	-14	
-614	-1062	-1151	-365	726	513	260	436	24	-59	-14	
-895	-1224	-639	-468	204	282	348	230	-14	4	-7	
-133	-312	223	-234	204	65	48	153	48	96	78	
433	886	1467	-207	-107	-737	-803	-339	64	384	398	
1176	2514	1734	-62	-1660	-2686	-1650	-319	-7	699	555	
1608	2836	2143	189	-2182	-2831	-2355	-292	201	518	406	
1464	2603	1877	403	-1225	-1733	-2513	-353	402	397	263	
1032	1118	560	403	-441	-708	-1449	-238	16	123	207	
258	-70	82	0	-165	-164	-368	48	-32	-128	-54	
-209	-520	-283	-49	81	326	16	27	-61	-194	-215	
-133	-379	-360	-35	499	1055	194	105	0	-185	-268	
-82	-503	-844	-234	603	1073	170	24	-88	-276	-195	
-230	-620	-844	-358	204	1003	284	121	80	-108	-34	
-390	-532	-814	-358	-14	358	146	121	-257	-119	-109	
-216	-397	-421	-282	-83	83	-130	56	-257	-142	-109	
-119	-318	-408	-193	-42	-105	-71	-94	-216	-189	-168	
