-36	66	51	17	68	-219	-479	-323	-259	-299	-606	-270	-76	-172	-137	162	247	321	266	239	158	110	-107	-251	-312	-408	
139	155	180	179	102	-106	-563	-480	-702	-792	-1106	-325	-110	-172	57	416	290	481	424	326	158	284	-259	-251	-325	-414	
382	519	335	768	145	67	-1017	-1122	-1563	-1428	-885	-653	-310	-240	260	341	550	1081	1483	724	333	125	-312	-390	-395	-937	
339	583	527	880	145	-226	-1692	-1361	-2306	-1916	-1224	-639	-220	-36	206	139	757	1167	2097	1300	404	197	-319	-602	-897	-1306	
269	406	1108	880	-227	-387	-1797	-1510	-2321	-1546	-1283	-888	-380	-252	464	219	826	1219	1688	1097	1035	450	-166	-464	-1227	-527	
272	376	1183	334	-277	-387	-1902	-1033	-1682	-925	-929	-917	-159	-36	239	137	444	426	972	1385	951	915	31	-395	-1062	-499	
248	320	340	130	-333	-688	-2052	-689	-1058	-251	-312	-609	-248	-238	77	73	105	-108	272	1063	867	1300	373	-350	-828	-474	
217	17	194	179	-312	-854	-882	-141	-524	-28	-118	-141	213	-4	-16	-102	-380	-264	-283	-61	254	1500	822	-86	-204	-291	
-56	-122	-97	-264	-323	-360	-127	193	284	441	174	-49	27	-59	-35	-225	-468	-203	-1042	-652	-54	545	889	415	187	54	
-140	-165	-193	-852	-355	-113	380	834	1372	1014	456	206	172	-24	-123	-354	-576	-573	-1764	-1370	-521	-127	354	831	616	85	
-104	-491	-901	-1217	-284	93	1422	1617	2186	2022	1082	560	65	-83	-130	-1363	-1579	-1299	-2004	-1441	-1289	-1258	188	699	1922	612	
-474	-721	-1894	-1597	170	554	2759	2000	1697	1374	1619	1112	246	32	-376	-2383	-1693	-1569	-1764	-2061	-1822	-1676	-7	682	1955	240	
-705	-921	-2368	-1551	409	904	3162	2109	1969	1914	1118	1912	559	-28	-679	-2426	-1607	-1939	-1792	-2554	-1822	-2332	-378	1277	2316	644	
-684	-1289	-2826	-2144	682	1641	3785	1635	2476	1842	1458	1628	740	229	-1083	-2584	-2265	-1839	-1665	-2653	-1934	-2750	-491	1591	1889	775	
-260	-1304	-2734	-1718	486	1475	3437	1180	2585	1536	1709	1201	988	217	-766	-2498	-2294	-1526	-1551	-2019	-1219	-2834	-597	1178	2004	404	
-431	-1304	-2398	-1566	-121	812	2759	1472	2675	978	1476	1201	427	327	-823	-1938	-1622	-1000	-1650	-1807	-1444	-2304	-398	434	1627	365	
-370	-675	-1451	-1065	-43	351	1972	1362	2096	546	903	738	156	188	-308	-745	-1092	-729	-1622	-1483	-1752	-1439	15	1260	1315	520	
-274	-266	-962	-395	-355	-36	855	1253	1372	400	760	27	-145	-35	24	-328	-563	-957	-872	-1046	-1163	-658	259	1095	351	380	
-8	-29	-250	-164	-1079	-410	360	370	477	166	556	231	-344	-48	-8	-62	-478	-487	-518	-680	-336	158	573	188	241	-322	
191	224	17	34	-1200	-959	-422	-64	0	-209	331	-311	-343	-172	57	97	-177	-132	-162	175	-167	563	307	26	-231	-337	
286	280	198	411	-519	-1592	-1587	-883	-672	-341	74	-463	-319	-96	175	251	234	112	344	1046	317	1350	377	-159	-815	-702	
286	415	377	451	-171	-1155	-2157	-1839	-1623	-881	-361	-653	-372	-110	489	555	331	410	1210	2062	463	1450	149	-450	-897	-732	
252	508	789	1122	170	-763	-2352	-2212	-1727	-1487	-561	-668	-640	-158	187	451	636	910	1909	2520	1002	1433	110	-1652	-1117	-1114	
69	276	1202	1309	392	-262	-1602	-2122	-1519	-1590	-1371	-990	-454	-165	309	382	601	996	1773	2011	1120	881	-27	-1155	-1419	-1183	
52	138	1277	731	315	84	-552	-1480	-1162	-1768	-782	-917	0	-27	244	555	1119	944	870	1791	674	831	-193	-644	-1419	-237	
22	163	452	379	305	118	-477	-958	-880	-1650	-355	-756	-69	-185	138	340	912	447	426	1300	571	316	-60	-397	-1158	-471	
79	43	146	291	127	-78	-43	-344	-342	-674	-459	-375	-194	-192	122	48	355	209	344	486	254	118	102	-395	-415	-335	
