-141	-98	-174	-682	-324	-48	317	-136	-271	
25	-63	-381	-785	-248	139	584	97	-89	
284	-230	-492	-975	-172	188	427	219	43	
49	-496	-856	-814	-289	237	717	208	64	
-198	-733	-1165	-1195	-124	155	1073	1042	234	
-259	-940	-1312	-888	-159	286	1615	729	573	
-196	-925	-1003	-551	-269	106	1300	469	213	
-126	-174	-63	16	-129	9	146	-82	16	
59	316	975	371	-269	-949	-1372	-1349	-238	
117	1662	3104	1432	90	-1674	-2585	-2556	-244	
335	1896	3265	1788	312	-1848	-2773	-3059	-244	
293	1716	2263	1592	271	-1515	-2643	-2283	-414	
368	924	1118	1005	189	-499	-1314	-1148	-326	
8	8	381	66	67	-83	-76	-211	96	
-224	-152	-291	-394	-168	-83	916	137	70	
-151	-98	-475	-580	-262	221	577	275	177	
-98	-23	-929	-902	-282	237	410	243	-116	
-154	-251	-797	-844	-482	515	451	434	-129	
-168	-265	-591	-814	-303	245	448	97	-136	
-93	-202	-516	-668	-241	-83	187	-28	-104	
