-14	16	-160	-110	-97	-195	-369	-157	153	-27	176	183	118	71	31	-160	-231	-225	
-63	-33	-99	-118	-186	-172	-437	-293	-85	-41	544	127	71	-27	-113	-212	-226	-197	
48	91	-84	-97	-157	-122	-997	-889	-156	64	580	486	230	530	-45	-298	-264	-249	
134	183	64	66	-220	-630	-1112	-1435	-339	-21	597	944	277	239	-299	-423	-332	-257	
33	135	91	-9	-207	-1225	-396	-1593	-271	-115	887	893	428	232	-20	-423	-382	-309	
8	81	33	16	-356	-1065	-267	-1262	-177	5	416	605	452	284	75	-159	-210	-314	
-14	-48	-160	-180	-165	-267	40	-279	-190	-102	96	215	-127	205	196	-16	-145	-292	
-28	-98	-284	-304	279	65	758	267	129	-230	-431	-262	-616	-240	10	47	202	21	
-203	-319	-402	-404	793	1869	2313	1719	532	-169	-1622	-1779	-1219	-951	39	227	593	248	
-496	-807	-782	-609	1094	2501	3274	2691	981	-345	-2316	-3315	-2102	-1620	-173	500	1020	435	
-447	-570	-1047	-375	1094	2941	2925	3090	1119	-359	-3081	-3244	-2243	-1676	-239	946	1020	69	
-280	7	-959	-712	882	2923	2278	2083	273	-359	-2472	-3061	-2355	-1620	-279	715	478	-243	
-172	-251	-355	-345	337	2044	1999	903	446	-264	-1580	-1864	-1149	-672	-67	318	421	-276	
-154	-153	-208	-170	0	90	566	-21	355	-88	-645	-342	-294	-27	157	203	15	-282	
-84	241	-153	-180	-385	-377	-192	-860	56	96	-229	151	523	292	39	-60	-165	-203	
201	129	16	-297	-523	-963	-621	-1521	-420	104	40	893	1120	1233	23	-147	-237	-136	
159	58	298	-76	-465	-1689	-910	-1809	-536	241	128	2028	1490	1316	-232	-354	-349	-125	
91	140	420	74	-330	-1268	-809	-1507	-366	89	120	1740	1187	998	39	-209	-277	-279	
54	202	599	132	65	-949	-795	-1148	-366	-6	192	1147	492	497	-60	-243	-323	-285	
53	16	147	31	-117	-688	-881	-745	-520	64	304	859	444	308	-100	-213	-239	-263	
