-77	-173	-169	-15	-86	-77	58	-311	-184	-42	-211	-601	-102	-41	128	119	144	43	-34	84	44	-80	-74	-37	-74	236	
-29	-290	-130	117	-84	-244	-119	-311	-262	-309	-151	-745	24	-176	128	212	238	97	70	70	312	24	9	0	94	39	
25	-78	-13	235	-35	-306	-348	-682	-200	-615	-130	-989	-621	-297	8	164	285	286	306	384	626	261	86	74	-15	4	
-64	-8	-78	543	259	-123	-284	-1019	-713	-1326	-458	-1464	-992	-672	112	151	290	458	1038	1194	872	310	327	227	78	-67	
-128	271	289	443	229	-160	-478	-1459	-1573	-1355	-1098	-1478	-949	-587	-19	199	269	1149	1554	1624	1102	202	331	175	-119	-252	
57	127	222	342	162	-174	-1356	-2235	-1588	-1921	-1430	-1104	-635	-715	200	231	246	331	1454	1838	1102	644	623	341	-148	-392	
-29	6	-15	328	251	-851	-2151	-2426	-1281	-1544	-417	-716	-271	-644	-40	47	166	300	1072	1310	1233	1835	820	87	-52	-219	
-163	-57	-261	286	0	-1472	-2828	-2059	-494	-1007	-103	-164	-305	-317	-34	119	142	39	243	321	1069	1378	1530	-23	-126	-84	
-85	-193	-514	-155	-461	-1724	-2813	-2001	-275	-238	24	81	-7	-54	104	247	78	-74	-5	7	413	287	2550	420	70	218	
-187	-113	-563	-659	-2113	-2167	-2210	-1444	230	-14	342	267	218	61	-88	0	0	-260	-193	-291	132	-99	1935	403	175	1107	
-180	-325	-912	-1331	-2143	-1443	-694	-145	970	262	986	308	226	168	6	-41	-161	-365	-372	-602	-128	-164	299	1515	805	1372	
-329	-884	-1632	-2093	-2648	-1339	-111	57	1448	1078	1021	210	808	281	-14	-409	-1177	-728	-122	-1583	-883	-341	371	2271	2147	2807	
-100	-959	-1662	-3212	-2722	-1443	307	560	1430	1306	1055	405	1240	841	-21	-793	-1696	-1048	-1357	-1804	-499	-1005	224	2706	2336	3506	
-263	-899	-1707	-3824	-3020	-1191	622	738	2049	1183	881	434	1913	876	0	-1399	-1682	-1509	-1399	-2025	-1392	-1538	-46	2895	3526	3298	
-156	-1261	-2307	-4003	-2782	-940	1047	880	2066	1412	1090	503	2914	1407	80	-1835	-1822	-1551	-1274	-2411	-1543	-950	-582	2895	4056	2675	
-549	-1170	-2127	-4272	-2618	-585	1100	667	2225	1517	1108	527	2828	1304	24	-1511	-1864	-1606	-1301	-2163	-1694	-937	372	3576	3111	2562	
-671	-839	-1272	-4391	-2960	-703	1065	187	1571	1148	619	607	1965	1407	-61	-1103	-1289	-1048	-1648	-1472	-938	-1798	-569	2763	2638	2184	
-454	-477	-1227	-3332	-2529	-1546	707	-44	952	1113	350	416	912	773	-115	-416	-474	-909	-1079	-1210	-925	-1497	-471	2801	1844	1863	
-326	-462	-882	-2182	-1757	-1354	265	305	723	221	1265	903	578	249	-108	-217	-121	-853	-358	-547	-402	-433	348	2479	1693	393	
-114	-389	-366	-1242	-1489	-2034	-271	-173	222	40	1195	292	250	24	-41	-160	-221	-421	-60	-34	-270	38	512	1269	814	-23	
-71	-269	50	-155	-835	-2182	-767	-756	-434	-261	171	-89	-14	9	-52	-89	-81	71	228	141	-158	163	396	271	394	61	
-8	67	152	201	-294	-1842	-1651	-1884	-917	-804	-103	-487	-189	-118	-82	-61	-79	202	519	195	280	466	480	-67	-215	-289	
162	160	228	142	0	-1295	-1945	-2557	-1617	-1326	40	-975	-136	-744	-95	71	-34	300	1304	913	1561	1476	1125	8	-304	-355	
145	186	473	142	217	-404	-1871	-2118	-1923	-1805	-417	-1837	-285	-957	-88	111	238	1032	2069	1376	1971	1558	266	-126	-348	-267	
82	127	346	260	435	-91	-488	-1708	-1646	-1616	-1401	-1248	-339	-1000	-74	143	388	1099	1554	1095	1955	710	230	-156	-184	43	
16	142	127	-131	738	141	-326	-1195	-1471	-1457	-997	-1421	-454	-929	-135	183	396	898	1570	1310	1577	505	100	-89	-272	-258	
-69	56	152	311	384	-49	-174	-339	-232	-1094	-410	-1291	-502	-601	-93	334	475	798	2252	715	708	520	229	21	-102	-97	
-50	0	219	142	197	-28	-70	-118	-159	-775	-171	-875	-278	-530	-229	366	373	513	1504	70	382	233	10	48	-97	82	
