-78	-5	-28	58	-69	-90	-240	-288	-347	161	-54	72	271	214	79	-60	
-113	-93	23	12	-70	-117	-302	-478	-846	-216	-75	128	398	238	31	-259	
-78	-105	33	-15	-104	-131	-267	-419	-918	-102	56	328	566	214	181	-259	
75	-112	11	0	-56	-303	-833	-982	-946	-339	112	432	1317	373	347	-173	
113	-126	125	43	-35	-303	-1297	-1343	-817	-549	-68	529	1334	918	458	-113	
252	-21	-105	-89	-159	-69	-1123	-1228	-395	-177	-68	665	724	333	458	47	
154	-105	-105	-132	-214	-35	-199	-267	-28	-116	-7	344	7	-14	189	78	
-90	-98	-119	-444	-256	296	417	766	677	129	-237	-182	-948	-672	-386	-193	
-204	-426	-334	-620	-258	740	1552	1859	2170	331	-311	-900	-1793	-1962	-993	-120	
-309	-559	-807	-1489	-477	1235	2220	2942	2743	705	-587	-2132	-3202	-2663	-1704	-365	
-316	-398	-762	-1533	-235	1094	2976	3466	2795	1119	-291	-2571	-4273	-2425	-1788	-153	
-218	-363	-126	-1209	-194	316	2519	2698	2344	411	-264	-2358	-3258	-2243	-1495	-40	
-29	-363	-216	-326	-125	139	1095	1248	1267	135	32	-1580	-1807	-841	-1216	78	
185	-328	-164	-84	-79	-55	-110	293	219	92	56	-659	-680	-167	-281	27	
193	-101	-28	-35	-49	-303	-499	-130	-573	-41	56	16	127	531	221	59	
100	79	183	41	24	-625	-1283	-390	-1708	-224	193	400	673	1305	442	70	
101	134	89	75	-146	-698	-2037	-1733	-1852	-461	394	767	1656	1877	898	-146	
16	75	133	33	16	-421	-1384	-1560	-1952	-407	538	631	1418	1860	798	110	
-50	106	258	273	165	-319	-789	-403	-875	-298	498	784	859	1456	592	125	
-134	142	116	188	107	-495	-789	-198	-673	-21	144	408	271	373	547	-27	
