-119	-107	-201	-186	-131	-171	-300	-556	-630	-971	-342	-134	-112	-47	24	351	224	533	516	290	210	-52	341	
-167	-206	-166	-156	-185	-226	-470	-964	-1469	-1523	-751	-221	-167	-38	31	374	533	549	657	324	376	35	216	
-202	-224	-249	-86	-311	-410	-975	-1264	-2323	-2429	-1258	-107	-293	31	484	1348	987	603	1780	578	516	297	255	
-188	-236	-345	-152	-934	-823	-2110	-1779	-3148	-2528	-1765	-247	-518	107	548	2021	1656	1028	1836	1372	770	417	306	
-112	-246	-428	-220	-1254	-1560	-3317	-3195	-3760	-1523	-1751	-394	-532	369	484	1873	710	2567	1893	1844	1391	297	437	
-223	-208	-565	-625	-2023	-2051	-4323	-3938	-3817	-1353	-1540	-194	-311	212	289	1528	319	2971	2025	2430	2637	612	445	
-258	-520	-975	-1209	-2733	-3654	-5171	-3709	-3419	-384	-356	31	-82	89	164	319	31	1902	3141	3753	3185	261	241	
-223	-444	-1400	-1952	-3430	-5256	-5918	-3152	-2280	168	263	497	198	62	-265	-310	-276	671	2933	4906	4413	1677	349	
-202	-576	-1825	-2696	-5185	-6152	-6435	-2337	-744	852	2045	2012	316	-133	-1970	-1694	-1552	719	3273	5775	5603	2847	973	
-327	-812	-2411	-2783	-6100	-6758	-6378	-1765	-7	2182	3011	3426	731	-193	-3143	-3879	-2659	324	3519	6323	7284	3206	1822	
-258	-561	-1679	-3702	-6216	-7437	-5530	-630	257	2489	4298	4789	1233	-552	-3737	-4456	-2810	-98	3897	6890	7907	2753	2294	
-156	-974	-1576	-3731	-6999	-7365	-5315	-320	430	2455	4451	5109	1132	-913	-3696	-5184	-3193	46	4332	6418	8379	2451	1898	
-153	-305	-1620	-3191	-6143	-6830	-5444	-663	193	1960	3553	4520	521	-857	-3585	-4951	-3302	649	3670	6871	8379	2262	1087	
-300	-488	-1605	-2856	-5418	-6224	-6364	-1579	-156	1210	2215	4082	347	-441	-2591	-4250	-2113	626	4408	6739	7794	1677	766	
-299	-267	-1151	-2098	-4387	-5430	-6234	-2665	-1427	120	317	3005	-233	-179	-1293	-2670	-263	913	5561	5775	5471	1242	166	
-202	-223	-785	-1617	-3299	-4780	-6205	-3180	-2081	-343	-322	1524	-453	-160	-326	-1364	163	1967	5599	4509	4621	412	279	
-133	-200	-339	-1354	-2124	-3495	-5300	-4253	-2835	-1254	-1666	111	-1021	-402	-304	23	536	3474	4899	2903	3676	402	271	
-138	-104	-214	-633	-1384	-2527	-4496	-4210	-3106	-1835	-2329	-107	-1146	-120	-40	675	559	3166	4238	1712	1712	332	297	
-119	66	-235	-440	-920	-1271	-2268	-2451	-3148	-1820	-2610	-121	-1062	125	156	1151	1900	866	2441	937	385	201	-104	
-186	165	-132	-14	-1065	-766	-1248	-1707	-2579	-1679	-2103	-280	-923	-27	376	1151	1639	673	1534	144	-23	43	-23	
-195	30	-49	271	-261	-185	-630	-821	-1953	-1424	-1385	-414	-393	314	31	593	271	476	674	359	8	17	52	
-244	-58	57	271	-199	-233	-463	-468	-1128	-773	-934	-84	-140	89	116	413	273	286	587	324	52	-111	-82	
