-221	-359	-314	-41	17	-33	-95	51	-183	-206	-330	-120	-645	-435	-585	-384	-242	287	-96	-14	-68	121	144	160	127	-7	55	-21	-10	-94	-80	
-257	-198	-299	96	34	52	-14	-84	-285	-220	-356	-183	-973	-301	-496	-506	-152	370	94	97	71	233	313	263	239	39	27	-32	7	-28	-43	
-89	-68	-88	78	113	208	33	-86	-276	-319	-688	-465	-794	-154	-411	-462	-235	105	198	366	191	429	418	341	111	7	16	-7	-7	-53	-60	
-191	-113	-132	-35	161	161	25	-407	-411	-496	-1155	-549	-1167	-440	-821	-694	-283	70	229	505	833	1223	1013	512	302	168	39	-27	-119	-116	-164	
-199	-59	-65	26	114	107	-29	-236	-385	-1185	-1532	-1902	-1630	-1534	-1457	-561	-653	-89	16	464	1250	1758	1322	852	809	325	442	196	-251	-198	-189	
-97	-46	-17	-9	17	182	-101	-443	-1247	-913	-2361	-2412	-2227	-2247	-1753	-517	-653	213	282	689	1875	3017	1870	2165	1181	349	561	-20	-99	-178	-232	
-88	70	0	5	-58	182	-87	-809	-1947	-2033	-2662	-2352	-2272	-2559	-1280	-437	-756	312	212	798	1476	2172	1905	2898	1825	1439	1233	283	54	-14	-129	
-177	-1	52	-12	-73	-152	-399	-1344	-2905	-3214	-2963	-2082	-2078	-1667	-1088	-485	-990	-149	0	392	868	1654	1476	3512	2706	2298	2537	856	344	156	-13	
-184	-60	44	-30	-188	-432	-1811	-2795	-3513	-3940	-2933	-2262	-1689	-315	-925	-250	-697	82	-315	293	267	791	790	3222	2994	3611	3307	1770	401	85	97	
-192	-96	-132	-137	-579	-874	-2808	-3957	-4410	-3168	-2677	-1257	-824	-196	-688	-167	-961	394	-470	81	-293	105	257	2148	3011	3274	4093	3465	1508	327	180	
-115	177	-95	-433	-1647	-1537	-4097	-4950	-4608	-2487	-1698	-247	-148	8	-98	365	-624	-178	-644	-468	-1018	-156	-88	1364	2249	3931	4879	4895	2895	476	365	
-228	-25	-146	-900	-1864	-3171	-5509	-5744	-4699	-1337	-929	135	260	762	466	903	-201	164	-1573	-289	-1837	-508	-183	304	1114	3863	5415	6158	3853	1709	380	
-287	-172	-241	-946	-2561	-4513	-5939	-6370	-4760	-319	-311	490	780	2802	2094	2693	-138	-385	-2443	-2643	-3375	-1150	-432	-101	639	3055	5465	6756	4382	2414	194	
-419	-271	-161	-1086	-2809	-5947	-7351	-6111	-3893	204	-198	891	1927	3997	3642	3552	107	-489	-3749	-3827	-4826	-1893	-1284	-276	127	2433	5381	7305	5422	2775	194	
-389	-329	-443	-1553	-3258	-5808	-8118	-5469	-3011	981	178	1221	2765	5771	5604	3659	280	-544	-3735	-4968	-5832	-2065	-1626	-758	-402	1540	5063	7671	6166	2972	590	
-682	-344	-708	-1475	-3242	-6239	-7827	-5500	-2813	1333	161	1789	2419	7364	6468	4160	156	-1194	-4112	-5646	-6565	-2723	-1583	-1127	-282	1002	4578	7687	6364	2775	497	
-507	-343	-396	-1071	-3118	-5808	-8042	-5194	-2403	31	-120	2265	2236	7346	5676	4643	338	-1267	-4242	-6238	-7039	-3195	-1583	-390	-222	918	4695	7371	6034	2398	77	
-346	-125	-599	-1024	-3180	-5654	-7581	-4888	-2494	-486	-8	2338	1435	6586	4398	4267	239	-902	-3981	-5098	-6335	-2122	-1242	-334	177	1338	5030	7321	5340	1955	93	
-171	319	-292	-713	-2840	-5052	-6768	-5729	-2813	528	-120	2045	525	5717	3462	2925	115	-186	-2414	-3322	-3835	-427	-1156	-209	-74	1911	4879	6457	5224	2086	602	
-26	354	-241	-495	-2096	-4451	-5801	-6080	-3467	-100	-135	1844	42	4305	2004	1977	-111	-42	-1370	-1776	-2268	56	-237	32	300	2668	4879	5377	4052	1512	202	
-272	68	-190	-806	-1818	-3279	-5080	-6187	-4273	-1533	-899	1532	-540	2603	291	1226	-311	65	-615	-560	-1377	429	160	192	1249	3443	4478	3764	2598	1102	235	
19	49	-190	-472	-950	-2108	-3698	-5316	-4973	-3607	-2300	0	-883	477	-376	224	-408	197	-206	-96	-313	1223	571	648	2536	3611	4160	3166	1591	1069	291	
133	52	-139	-210	-427	-1136	-1934	-4338	-4927	-4288	-3250	-912	-1719	-21	-895	-241	-682	16	237	366	555	2172	1870	1926	3299	3510	3474	2351	399	257	46	
65	-13	6	201	-408	-425	-997	-3162	-4106	-4591	-3958	-1482	-2197	-820	-1502	390	-177	312	761	1195	1337	2534	2385	2335	3519	2635	2621	1487	219	-126	23	
-8	-15	98	272	-167	-87	-414	-1894	-3437	-3668	-4214	-2487	-1973	-1846	-1945	66	-726	172	466	1300	2309	3000	2882	2387	3163	2012	2019	573	-232	-402	-335	
-67	10	132	113	34	191	121	-733	-2372	-3138	-3656	-2937	-2227	-1697	-2256	16	-373	108	322	1946	2083	2879	2951	2318	2570	1019	480	338	-364	-257	-208	
-79	-8	26	17	87	373	259	-429	-867	-1821	-2210	-2382	-2346	-1757	-2256	190	-139	312	814	2680	1875	2707	2231	2114	1825	373	110	89	-271	-53	-20	
-81	-32	-37	-51	-73	228	268	-386	-299	-1110	-1803	-1542	-1913	-1355	-1457	-187	-60	316	122	1632	1302	1792	1390	1551	826	345	79	-117	-278	-47	-20	
-155	-135	-81	-108	23	126	268	-93	-180	-234	-1216	-317	-1197	-440	-910	-291	-228	122	106	244	451	912	430	1023	216	31	-47	-358	-255	-165	-128	
-162	-8	-139	-102	-73	-15	0	-38	-93	-114	-854	-317	-547	-259	-600	-326	-103	296	194	334	146	0	-34	480	215	55	-55	-133	-216	-177	-209	
