-114	-70	42	100	108	-49	-208	-408	-149	-21	114	38	-82	
-99	-57	42	89	192	-105	-478	-350	-165	-14	472	73	8	
-53	33	7	25	8	-223	-488	-346	-282	-131	733	73	-116	
35	-47	60	-15	41	-355	-797	-359	-248	-76	766	97	218	
119	82	295	126	67	-807	-1180	-546	-450	188	1143	405	218	
1	-36	295	159	-70	-659	-1077	-580	-482	384	1300	347	492	
85	-85	130	26	-370	-718	-915	-551	-550	480	863	373	214	
-81	-163	33	-51	-77	-251	-194	-159	-392	-62	-185	105	113	
-114	-248	-366	-183	75	233	599	148	-55	-311	-1892	-731	-170	
-419	-346	-942	-260	150	1536	2550	1290	98	-905	-2513	-1938	-332	
-327	-262	-548	-510	167	1734	3051	1752	509	-1689	-2961	-2469	-478	
-419	-149	-477	-659	67	1482	2389	1112	419	-1079	-2773	-2355	-298	
-419	-205	-303	-127	150	558	1351	495	386	-891	-1112	-1061	-393	
-369	-8	-132	-274	16	-133	49	41	361	-165	-535	-55	218	
