-363	-402	-152	-351	16	293	217	56	
-313	-709	-287	-243	32	586	292	115	
-383	-1165	-888	-365	-14	586	219	56	
-570	-1253	-1239	-351	262	1370	397	266	
-777	-1533	-1181	-413	832	1492	312	347	
-718	-1297	-1049	-482	343	776	521	181	
-42	-42	-104	-179	90	-96	56	80	
533	1136	614	-179	-557	-464	-831	-156	
1788	2907	1556	-296	-1283	-1733	-2053	-366	
1716	3230	1965	-269	-1486	-2051	-2656	-535	
1554	2693	1645	501	-1471	-1979	-2268	-353	
960	1047	649	510	-528	-694	-932	-332	
166	141	-35	16	-62	260	-130	-197	
-140	-305	-215	7	188	513	170	-95	
83	-596	-741	41	548	986	833	8	
-67	-944	-932	-35	638	916	536	72	
-467	-826	-873	-241	294	1213	324	-21	
-390	-355	-346	-220	131	584	89	82	
