42	-70	-77	-108	-229	-316	-207	24	24	32	64	
295	-64	-74	-56	-194	-697	-350	-185	114	-28	-21	
19	-89	-20	-167	-347	-712	-310	-110	399	-55	-210	
-68	-13	92	-244	-591	-287	-269	106	1108	32	-99	
-57	16	-117	-718	-1106	-1063	-193	376	1213	210	-82	
6	116	-201	-733	-1253	-1254	-186	393	1545	590	218	
160	78	-70	-733	-1651	-961	-193	409	1632	347	298	
-36	-16	-77	-718	-1960	-902	-317	262	811	194	184	
-225	-29	-55	-146	-361	-283	-214	-117	65	-293	-92	
-268	-120	33	508	340	471	-138	-949	-1213	-1507	-170	
-654	-239	41	1446	2299	1254	-214	-1268	-2383	-2469	-878	
-493	-376	16	2022	2818	1752	-83	-1674	-2426	-2742	-749	
-567	-600	100	1500	2496	1503	156	-1399	-2498	-2038	-492	
-507	-361	-112	558	993	421	287	-615	-1098	-1377	-346	
-275	-357	-553	-77	207	-214	-97	90	-82	-422	-238	
-254	-239	-340	-251	-354	-267	-49	319	399	16	16	
-50	-207	-314	-82	-554	-448	-159	419	425	316	80	
-71	-79	-105	-393	-694	-932	-131	307	322	113	-21	
0	67	-259	-338	-532	-697	-220	375	223	-55	-204	
253	69	-121	-167	-591	-448	-179	16	71	-198	-148	
208	73	-126	-126	-360	-290	-174	-172	7	-48	-117	
