-225	-363	-119	49	-135	-294	-384	-298	-238	-118	-75	264	0	0	237	-160	
-106	-108	-21	8	-42	-262	-746	-348	-702	-190	24	448	318	142	252	-93	
8	58	75	49	-57	-289	-1065	-852	-1205	-621	0	1193	358	303	347	-60	
269	108	125	59	57	-407	-1021	-526	-1478	-578	32	1313	605	365	235	7	
156	-49	-63	8	-104	-379	-818	-348	-1363	-463	104	938	521	373	221	212	
83	41	-133	-35	-83	246	-261	57	-130	-136	168	336	-208	39	102	149	
-52	-56	-251	-277	41	223	302	1038	511	129	-243	-377	-765	-196	-340	141	
-177	-259	-422	-679	-145	304	1904	2505	1597	347	-365	-1296	-1441	-1023	-1300	39	
-253	-677	-1117	-1342	-214	917	2589	3292	2465	420	-829	-2443	-2498	-2341	-1760	-100	
-351	-642	-851	-1827	-283	970	2906	3396	3212	929	-516	-2797	-3738	-2102	-1495	47	
-362	-594	-792	-1871	-770	864	2167	2540	2517	808	-291	-2613	-3188	-2285	-1927	-40	
-253	-531	-393	-1150	-373	123	1060	2278	469	-227	-88	-1523	-1455	-1486	-658	-67	
-211	-154	-193	-355	-507	-76	-28	549	-89	135	-41	-985	-426	-414	-80	157	
-22	0	133	-115	-318	-214	-659	-226	-501	-74	-69	-209	151	301	324	275	
33	318	143	82	-104	-303	-1442	-838	-1636	-34	48	296	690	1187	747	362	
176	150	41	63	-256	-553	-1732	-1199	-1823	-678	104	665	1673	1894	982	7	
185	175	148	385	-187	-669	-1210	-1098	-1737	-414	160	168	1639	1843	764	157	
218	16	165	197	-125	-159	-789	-1141	-702	-312	-34	324	1232	1153	442	102	
84	34	50	43	-132	-248	-615	-1069	-343	-231	-135	520	944	800	181	86	
128	-14	-21	1	-49	-176	-199	-410	-157	-182	-115	312	302	190	150	55	
