-195	-423	-290	-174	-104	179	-136	-60	
-202	-568	-325	-187	-151	407	48	0	
-279	-576	-521	-97	-55	537	275	46	
-348	-679	-263	-69	-62	766	332	-68	
-792	-694	-1049	-104	147	898	365	193	
-881	-856	-1386	-296	656	1160	300	460	
-1029	-1091	-521	-344	368	627	434	196	
-133	-146	-49	-227	57	-130	-164	-68	
508	1458	614	-42	-252	-1213	-1291	-332	
1572	3068	1699	115	-1355	-2166	-2412	-359	
1770	3051	2001	106	-1689	-2426	-3001	-392	
1752	2371	1307	0	-1297	-2340	-2326	-463	
458	653	667	148	-934	-1574	-1234	-441	
-70	215	57	67	-131	-355	-157	-156	
-181	-471	-297	-90	24	97	121	-34	
-82	-1165	-404	-152	229	266	259	-34	
-333	-1283	-639	-152	155	480	186	-116	
-313	-753	-551	-427	131	403	348	-109	
-473	-532	-404	-220	163	241	113	-7	
-323	-478	-388	-234	-261	47	16	-54	
-289	-430	-317	-28	-325	-48	-68	-65	
