-133	-409	-180	-131	-213	146	30	15	
-244	-416	-235	-265	-226	514	-75	-42	
-223	-365	-360	-349	43	660	231	8	
-496	-458	-373	-248	90	1370	332	64	
-629	-709	-608	-358	180	1492	712	282	
-437	-929	-1342	-399	335	1405	434	113	
-629	-1283	-844	-482	311	1265	660	476	
-70	-229	-194	-172	114	73	-41	185	
458	617	614	-35	-514	-852	-1492	48	
1554	1870	1539	-358	-1297	-2008	-2570	-285	
1968	2049	1841	-97	-2110	-2282	-3303	-692	
1464	2192	1681	74	-1979	-2080	-2211	-1178	
960	689	952	180	-1079	-823	-1004	-692	
58	-14	123	-83	-226	65	-245	-197	
-63	-402	-256	-49	-35	521	0	-48	
-260	-442	-221	-83	286	455	451	185	
-600	-885	-844	-165	106	562	393	145	
-223	-767	-624	-227	278	417	416	-95	
-390	-473	-785	-104	40	415	105	-21	
-258	-391	-428	-194	-2	244	235	121	
