-70	-150	-288	-449	-207	-151	32	-18	-7	
67	-230	-423	-639	-303	106	350	-14	0	
259	-292	-576	-873	-207	131	537	203	64	
90	-383	-797	-946	-242	147	684	225	234	
-112	-511	-1621	-1268	41	327	881	764	517	
-252	-659	-1518	-1430	-234	533	1335	330	525	
-224	-600	-1342	-975	-262	278	846	308	268	
8	-279	-174	-201	-142	-90	114	-48	58	
58	425	1065	543	-14	-847	-1040	-1148	40	
309	1860	2854	1023	74	-1718	-1560	-2814	-635	
134	2022	2746	1752	74	-2095	-2065	-3447	-649	
259	1410	2854	1610	345	-1761	-2224	-2426	-492	
259	888	1476	1005	296	-1167	-867	-1421	-238	
-56	91	199	24	-14	-281	-48	-320	-224	
-196	-230	-312	-290	-132	-117	562	-68	121	
-70	-156	-694	-390	-104	0	357	267	78	
-105	-378	-1209	-697	-90	8	601	259	49	
-294	-244	-547	-726	-255	-28	284	16	-41	
-377	-338	-354	-770	-220	8	120	60	56	
-112	-376	-389	-428	-145	-42	86	48	-62	
