-140	-167	-318	-90	-83	-105	-92	0	
-272	-312	-339	-262	-192	-35	-21	-37	
-306	-455	-404	-282	-83	220	118	72	
-1029	-797	-756	-379	245	1108	202	159	
-910	-988	-1151	-358	278	1318	397	250	
-1324	-1606	-1371	-282	188	793	300	573	
-1517	-1371	-902	-124	196	741	332	220	
-21	-326	-145	16	24	97	-7	56	
375	414	400	57	-557	-621	-846	-285	
1716	2925	1894	-42	-1500	-2470	-1938	-339	
1968	3498	2375	846	-2153	-2715	-2699	-204	
1464	3373	1521	394	-1631	-1675	-1607	-492	
816	1727	543	98	-644	-737	-918	-721	
58	-63	-125	90	-268	-157	-204	-68	
-320	-650	-521	-49	-110	350	56	40	
-570	-929	-873	-324	253	489	267	169	
-422	-782	-1181	-214	229	299	89	16	
-393	-988	-345	-186	57	210	348	-28	
-279	-503	-249	-90	15	138	156	-55	
-237	-374	-263	-35	-42	342	194	-95	
-261	-492	-263	-164	-206	72	113	-34	
