367	331	929	496	418	313	147	-5	-111	-181	-148	
851	375	1625	1442	1508	417	356	-23	-59	11	-59	
402	390	2490	1799	2429	1353	617	295	173	69	78	
324	258	2773	2439	3125	2274	1406	997	312	234	303	
91	-133	2396	1931	3050	3082	2814	2480	682	234	97	
-101	-318	910	339	2599	4002	3885	3513	2089	278	234	
-231	-622	383	200	1038	3382	4955	4301	3477	417	303	
-185	-843	-60	-111	0	2424	5575	5390	4678	1632	597	
-425	-1063	-333	-410	87	1316	5594	5990	5560	2345	1310	
-178	-1142	-443	-756	-340	451	5162	5934	6273	2439	860	
-37	-1031	-470	-494	-104	296	5106	6028	6573	2926	1610	
0	-685	-580	-391	-244	-45	4636	6178	6892	3189	1647	
8	-274	-384	-244	-30	330	4993	6422	6404	2776	2172	
314	-215	-52	-111	461	1673	5594	5784	5541	2064	1984	
401	-119	340	331	531	2725	6101	5446	4359	1351	841	
401	266	797	392	2129	2931	5087	5033	2014	556	710	
261	370	929	972	3332	3364	5106	2893	888	657	373	
128	492	1305	1931	3407	2762	4486	1880	607	380	147	
588	165	2076	2307	3708	2255	2495	678	504	112	-126	
326	244	1625	1536	1828	1034	1012	-104	382	243	-71	
532	-45	667	627	1020	322	504	-96	312	8	-103	
211	101	462	174	670	95	174	59	243	-192	-222	
