-71	-186	-330	-300	-223	-144	309	-109	-99	-169	-176	-159	
108	-213	-444	-404	-255	-151	505	56	-129	-196	-236	-108	
142	-327	-723	-401	-69	401	1143	191	32	-27	-123	-65	
-42	-940	-797	-518	8	343	1370	607	210	72	-86	-14	
-405	-1620	-1489	-829	-49	311	1160	764	460	-203	-123	15	
-475	-1102	-974	-345	-90	147	627	816	484	-162	-58	63	
-119	-160	-305	-49	-159	-93	203	259	-292	48	-7	135	
-35	466	564	560	-234	-862	-823	-831	-481	48	368	159	
251	1626	2299	1414	74	-1718	-2628	-2053	-821	152	384	223	
209	1590	2567	1930	197	-2298	-3495	-2742	-635	120	750	334	
108	1788	2263	1361	378	-1428	-2080	-2067	-463	345	375	135	
-140	558	1082	495	263	-630	-694	-1219	-407	249	272	95	
-245	-56	224	-76	213	-254	48	-130	-143	32	24	0	
-313	-188	-388	-250	32	32	619	64	-75	-135	-249	-81	
-188	-53	-782	-565	-351	548	680	186	-116	-196	-350	-54	
-182	-319	-1165	-814	-310	902	1370	365	-265	-317	-253	-27	
-168	-614	-561	-639	-344	147	706	243	-292	-297	-175	-78	
