-85	125	70	100	8	-229	-311	-62	32	226	16	26	-47	-74	55	
-78	4	81	105	90	-310	-717	-130	-368	226	72	128	310	-27	39	
-169	41	109	149	16	-255	-615	-253	-368	145	84	104	326	23	142	
-43	75	166	66	82	-275	-789	-578	-320	-116	16	224	792	222	324	
-78	-77	183	-77	-90	-344	-978	-795	-760	-271	32	972	1029	420	379	
-74	106	55	-37	-98	-165	-1152	-478	-875	-478	48	1279	1012	412	300	
33	58	4	-38	-97	-21	-1138	32	-531	-285	-102	1228	826	150	228	
75	66	8	-21	-49	90	-238	179	-96	-177	-143	-95	103	-147	213	
-77	-78	-153	-333	-166	419	155	1160	486	129	-196	-485	-638	-364	-360	
-246	-147	-304	-437	-173	510	1500	2505	1788	476	-385	-1891	-2300	-1387	-1509	
-356	-398	-555	-537	-492	1112	2484	3327	2761	670	-487	-3123	-3033	-1948	-2248	
-393	-349	-393	-664	-536	617	2589	3309	2743	946	-189	-3194	-3554	-2004	-1941	
-239	-224	-319	-1047	-712	440	2167	2820	2118	670	-189	-3052	-3146	-2131	-1313	
-197	-182	-336	-591	-345	8	2097	2453	1215	256	-122	-1495	-1835	-1289	-560	
-32	83	-251	-361	-83	-310	253	863	235	226	-230	-362	-652	-181	86	
-8	135	116	-250	-145	-347	-499	-226	-320	-170	8	336	-7	412	640	
0	351	226	315	-111	-434	-1239	-881	-1334	-298	0	337	263	1406	697	
50	188	125	903	-56	-337	-1732	-1156	-1809	-359	289	750	1418	1843	1300	
123	226	125	1029	-28	-104	-1442	-1358	-1722	-278	402	989	1605	1557	1450	
143	186	91	464	-111	-255	-717	-838	-1306	-312	394	699	1368	1406	1249	
176	284	0	315	32	-76	-296	-294	-688	-231	128	552	690	732	898	
454	222	-56	298	0	-70	-233	-192	-89	-217	-108	408	167	497	339	
