21	-35	-97	-68	-152	-274	-303	-123	-75	-68	200	230	222	158	39	
76	33	-56	-85	-152	-514	-458	-245	-192	32	352	358	257	142	-80	
234	178	60	-63	-516	-601	-997	-293	-227	-14	504	961	309	189	133	
284	217	182	-159	-786	-963	-1661	-313	-239	-68	818	1012	357	324	-27	
183	225	95	-83	-305	-978	-1127	-354	-346	16	733	758	285	298	-246	
25	83	58	-21	-234	-760	-512	-334	-163	16	371	385	150	150	-67	
16	25	-201	-56	-117	-329	-369	-82	48	-48	352	-14	-94	12	45	
-35	-223	-520	-152	-35	327	415	486	129	-203	-458	-1075	-686	-193	-72	
-210	-614	-797	-194	387	2080	2418	1476	508	-304	-1650	-1920	-1401	-1188	-272	
-454	-777	-1400	-387	882	2396	3431	2726	619	-758	-2373	-2878	-2046	-1690	-352	
-325	-422	-1798	-682	599	2431	3781	3212	452	-317	-2670	-3498	-2537	-1774	-153	
-259	-526	-1459	-580	528	2414	2837	2222	266	-630	-2189	-3258	-2719	-1746	141	
-233	-216	-709	-477	90	1535	2104	920	-89	-264	-1481	-2216	-1892	-714	86	
-217	-223	-361	-331	0	90	462	-102	-133	-277	-376	-511	-785	-14	130	
192	-29	-257	-270	-264	-427	-239	-1033	-61	-115	272	7	230	418	176	
167	175	-111	-297	-358	-1312	-1560	-1909	-28	-34	631	216	918	798	196	
47	175	282	33	-324	-1384	-1603	-1780	-407	120	1637	1690	1490	697	-531	
-161	33	438	-56	-421	-1239	-1055	-1622	-298	297	392	1334	1322	237	-179	
-60	175	266	123	-352	-702	-437	-918	-359	201	208	1080	476	308	314	
-6	200	170	115	-406	-659	-157	-630	-265	8	232	406	349	331	118	
