-140	-305	-352	-234	-48	0	-164	39	
-200	-354	-275	-104	-83	211	121	-2	
-238	-430	-290	-207	-21	480	162	26	
-313	-635	-624	-90	474	584	137	-14	
-511	-782	-1107	-406	450	1248	413	298	
-807	-1297	-1312	-207	779	1160	573	557	
-1029	-1003	-1195	-310	286	456	267	153	
-258	-291	-283	-76	-55	-14	-238	-83	
308	456	489	32	-557	-925	-932	-61	
1374	2872	1610	8	-1631	-2311	-2053	-346	
1086	3033	1752	41	-2530	-2831	-2513	-335	
1410	2782	1041	-28	-1268	-2224	-2110	-414	
1122	1494	355	-35	-630	-751	-932	-339	
250	-77	-104	-145	-238	-342	-116	-149	
