-99	-91	-30	8	-92	-77	-291	-428	-193	-151	8	24	-13	
-15	-32	-57	-148	-163	-197	-388	-770	-269	-28	105	14	16	
59	-106	-15	-141	-68	-160	-451	-624	-344	-90	399	190	80	
-43	-113	152	-36	-76	-299	-485	-1019	-138	65	448	267	242	
-185	-61	-6	10	-210	-659	-1150	-1517	-159	114	570	746	420	
-36	-128	50	-15	-112	-570	-841	-1371	-282	384	1160	920	452	
-100	-34	135	-6	-28	-496	-753	-1312	-385	463	811	1180	678	
-78	-43	-29	-113	-14	-63	-63	-318	-289	-35	0	48	-82	
-248	-304	-338	-346	16	383	1136	272	-124	-905	-968	-1722	-177	
-250	-353	-675	-365	201	1572	2782	1716	49	-1558	-1979	-2656	-339	
-226	-240	-513	-600	75	1932	3033	1752	287	-2081	-2311	-3087	-449	
-298	-447	-537	-719	134	1482	3033	1272	279	-1631	-2340	-2067	-251	
-310	-643	-402	-113	284	541	1673	543	296	-978	-1286	-1219	-109	
-178	-57	-57	-176	-77	183	232	-145	115	-206	-62	-354	-144	
68	-11	-88	-197	-169	-133	-361	-726	41	-28	86	-143	64	
332	-71	-85	-159	-103	7	-471	-961	-42	384	346	365	64	
105	8	76	-85	-91	-230	-347	-1019	-165	294	389	212	-149	
-43	-198	194	-29	-70	-167	-392	-741	-227	270	323	243	-48	
