-104	-148	-111	-156	-49	-180	-362	-250	-414	-185	-111	3	87	69	139	-16	-96	-52	71	147	
70	-185	-252	-243	-147	-207	-590	-441	-364	-192	-124	-30	278	78	217	-8	86	191	104	251	
-119	-171	-267	-414	-430	-464	-1283	-458	-407	34	-163	148	409	487	495	539	234	251	43	167	
26	-8	-119	-385	-745	-1409	-1409	-1711	-827	-323	-296	270	714	974	753	982	770	503	189	140	
2	0	-8	-442	-1249	-2464	-2558	-2860	-1677	-200	-119	944	1767	2777	1579	1901	1445	747	305	425	
-23	-348	-549	-615	-1801	-4747	-4211	-4276	-1047	-458	43	1997	3176	3810	3606	3534	1707	972	-140	158	
-60	-280	-801	-1765	-2872	-6353	-5706	-4418	-1629	-170	8	1264	2462	4148	4789	5541	1764	841	8	122	
-253	-296	-943	-1939	-4494	-7077	-6934	-3726	-1126	174	-192	444	1635	4918	6159	6367	2589	1853	260	433	
-253	-156	-1589	-3120	-5596	-8416	-7013	-1066	-126	929	-615	-310	304	4505	6704	7417	3976	1891	527	737	
-363	-429	-1951	-4144	-5785	-8148	-6383	-170	165	2434	-929	-1629	-391	3735	6891	8036	4201	2509	939	1018	
-259	-415	-2518	-3309	-6462	-8998	-5785	436	277	2773	-631	-2069	-763	3284	7154	7849	4201	3072	616	943	
-215	-348	-1935	-3041	-6006	-8683	-5958	453	936	2679	-568	-2069	-622	2551	6535	8036	4126	1834	529	390	
-104	-437	-1746	-3073	-5911	-8384	-5895	-266	78	2095	-615	-890	34	3885	5878	6911	3114	1872	164	138	
-178	-563	-1195	-1529	-4336	-6479	-5407	-1035	-528	340	-17	165	461	4279	5465	5335	2101	1647	225	235	
-222	-326	-333	-1261	-2620	-4810	-4730	-2152	-1629	-200	-96	1020	1785	3904	4170	3477	1389	634	182	364	
23	-15	-97	-400	-997	-2968	-3550	-1853	-2290	-451	-126	1884	1616	2871	3043	2070	1164	60	112	329	
29	-8	-30	-289	-370	-795	-2353	-1711	-1802	-911	-104	1903	752	1763	2067	504	443	104	130	338	
-17	48	26	-45	-98	34	-1188	-1947	-575	-325	-82	662	451	692	374	43	278	19	-96	84	
-23	38	-37	-237	-8	-4	-370	-1192	-421	-318	-82	182	148	321	-207	-148	-30	-208	-207	-12	
43	2	-230	-186	-52	88	87	-407	-259	-213	-133	-15	95	-67	-162	-91	43	-236	-229	-115	
