-8	-23	-52	-105	-156	-262	-300	-175	-200	-164	-207	-302	-161	-37	120	0	-30	-134	121	17	-81	61	91	164	-6	-140	-103	-21	-107	-20	
-141	-185	-137	-185	-228	-261	-281	-258	-251	-207	-330	-405	-251	-229	-40	121	-133	89	639	43	126	155	246	275	-89	-136	8	-31	-103	-176	
-134	-150	-183	-244	-266	-179	-229	-376	-339	-236	-501	-420	-435	-199	-171	147	-54	-15	839	285	388	224	465	310	-37	-112	8	-8	-103	-191	
-60	-155	-200	-155	-354	41	-214	-405	-804	-759	-560	-1586	-699	-420	-184	-31	78	69	1231	44	569	353	672	155	-37	-45	-39	-118	-352	-125	
-49	-74	-69	-156	-244	-281	-281	-735	-1526	-540	-1065	-2088	-1311	-889	-251	129	328	294	1511	976	1493	1080	1080	1095	112	34	0	-136	-286	-74	
-45	-91	-52	-143	-185	-354	-608	-1285	-2343	-2046	-1943	-1712	-1954	-1343	-374	43	475	484	1473	1591	2090	1304	1471	1206	318	34	-74	-140	-235	-132	
-163	-192	-121	-178	-214	-572	-907	-1379	-3913	-3129	-2351	-1712	-1295	-1061	-500	-72	121	648	1063	2001	2090	2254	2197	2565	465	327	23	-169	-235	-11	
-97	-126	-60	-414	-96	-1357	-2776	-2353	-4274	-3883	-2634	-1790	-997	-538	-625	51	657	147	876	1628	1754	2477	2550	3365	2945	847	8	-103	-103	25	
-52	-369	-321	-669	-266	-2221	-3750	-4253	-4698	-3380	-1143	-802	-310	-302	-206	86	239	-148	43	1013	1624	2123	1638	4128	3894	1702	458	8	163	154	
-96	-835	-185	-795	-716	-3651	-4095	-4111	-3928	-2392	-302	-582	-155	-46	-22	126	-59	-710	51	570	1102	1509	1043	4314	4508	3059	1517	530	352	189	
-200	-835	-428	-1533	-2099	-4515	-5729	-3420	-1683	-1481	537	-258	1307	571	206	77	-327	-1289	-140	-236	-199	25	552	3327	5270	5048	2632	1421	696	481	
-613	-1134	-701	-2712	-3608	-5473	-5163	-3012	-465	-1120	1074	121	1625	881	199	-15	-37	-1728	-959	-1347	-397	-162	69	2044	5103	5643	4527	2443	825	395	
-281	-552	-1235	-3278	-4409	-7296	-4362	-2007	95	-177	2572	464	3496	2040	1256	25	-471	-3012	-2024	-2380	-1149	-375	-331	1876	4154	6758	6292	3315	653	189	
-178	-851	-1487	-4347	-5729	-7484	-4457	-1583	416	269	2628	1943	5647	3854	1704	-52	-1109	-4344	-3496	-3930	-1588	-905	-265	206	4210	7464	7778	4170	862	369	
-288	-1370	-1330	-5007	-7002	-6652	-3561	-1191	123	390	2460	3571	6844	4022	1443	-192	-1563	-5879	-4749	-4807	-1525	-1405	-287	-74	2982	7148	7945	5173	1177	657	
-185	-1716	-1943	-5274	-7301	-7547	-3341	-369	879	269	3415	4601	7536	4079	2059	-199	-2613	-6302	-6127	-5167	-1744	-1108	-338	-426	2778	7092	7630	5433	1567	1566	
-104	-1307	-1754	-5227	-6892	-7060	-3137	-384	311	-111	3733	4807	7237	4509	3312	-126	-2127	-6051	-7176	-5418	-977	-1045	-456	-301	2053	6033	8057	5451	1252	1028	
-207	-1040	-1754	-4394	-7097	-7217	-2823	-369	-43	-258	3190	4058	6227	4153	3087	-192	-2456	-5785	-5798	-4838	-133	-998	-397	310	2145	6014	8243	5563	1382	583	
-333	-662	-1220	-4143	-5965	-6950	-2949	-258	-218	-339	1355	2504	4001	3387	2265	-273	-1830	-4406	-3637	-2866	-280	-424	17	344	2722	6684	6552	3891	1140	360	
-248	-384	-1283	-3215	-5227	-6228	-3703	-735	-229	-383	511	914	1924	2209	675	-471	-1219	-2762	-1977	-1832	-199	-134	207	667	2927	6516	5939	2350	583	412	
-178	-215	8	-1722	-3891	-5505	-4190	-2290	-1825	-806	407	138	424	181	389	-309	-383	-992	-37	-486	-67	-118	948	2620	4043	5717	4267	1161	275	261	
-131	-192	78	-1596	-2209	-4861	-4786	-3342	-2610	-1136	-207	-207	-96	-310	-45	-228	-74	-280	397	17	86	43	1676	3755	4582	4583	2985	233	150	146	
-126	61	-180	-637	-1204	-3117	-4111	-4049	-3599	-1748	-516	-516	-872	-559	-236	-45	216	112	1007	864	263	1117	2867	4500	3578	4323	1089	275	-52	-52	
-49	8	-222	-559	-354	-1907	-3231	-3970	-3850	-2941	-1237	-1461	-809	-1876	-206	-30	354	-67	1082	1796	1605	1769	3649	4463	3503	2055	-15	189	-257	-170	
-45	-100	-149	-82	-74	-352	-2949	-3044	-3866	-2941	-1724	-2873	-1076	-2190	-126	164	807	276	1324	1908	2742	2608	2532	3681	2387	232	-177	-206	-193	-146	
-52	-101	-192	-19	-31	-82	-2101	-2353	-3253	-3286	-1943	-2841	-1452	-2457	-52	8	788	423	1455	2710	2854	3706	2662	2248	1774	-213	-215	-190	-81	0	
-104	-129	-100	-9	52	-132	-483	-829	-1354	-2376	-1598	-2198	-1060	-2410	-155	-451	372	302	1455	2076	2760	2086	2308	983	172	-59	-172	-110	129	21	
-49	-89	-76	34	4	-15	-435	-594	-993	-1748	-1065	-2104	-934	-1500	-133	-125	285	147	1455	1050	2052	543	1527	327	112	-98	-155	-206	-15	0	
130	-45	32	26	20	-62	-170	-538	-1040	-501	-251	-881	-604	-1092	-67	-199	-74	60	553	808	636	491	595	235	94	93	421	-235	-206	-103	
