-141	-162	-148	-192	-288	-450	-293	-332	-258	-246	-170	-126	50	-37	8	112	-8	-30	346	91	-96	-169	
-163	-96	-96	-443	-458	-414	-236	-383	-353	-310	-288	-72	373	234	266	615	190	190	363	259	259	-59	
-333	26	-97	-222	-402	-512	-1078	-1027	-458	-437	-365	-244	244	238	208	632	519	493	354	276	276	88	
-407	-155	-189	-244	-842	-826	-1596	-1279	-1519	-877	-288	-190	407	268	1438	1685	919	415	284	302	310	336	
-328	-141	-259	-259	-1031	-1816	-2335	-2630	-1708	-1065	-443	-139	555	477	2167	2863	2172	1727	919	510	328	406	
-214	-141	-341	-867	-654	-2791	-3199	-3667	-2619	-1081	-647	-477	572	708	2691	3125	3461	3987	2151	625	345	234	
-233	-392	-96	-1543	-2195	-4960	-3639	-4044	-1849	-672	-354	-540	68	138	2916	3162	3891	5164	3346	1371	129	319	
-126	-510	-156	-2313	-3106	-5809	-5007	-4091	-1080	-281	-82	-540	-306	-221	1195	3349	4340	6172	3888	2304	317	252	
-133	-937	-470	-3162	-4914	-7019	-5132	-3211	-222	373	286	-461	-531	-1555	190	2396	4396	6434	5699	2995	1156	305	
-30	-764	-1147	-3493	-5638	-7837	-4692	-2127	669	1951	1441	-207	-1253	-3610	-280	1797	4620	6919	6651	4301	2108	319	
-235	-811	-1257	-3524	-6282	-7664	-4677	-1813	1826	2045	1984	-244	-1802	-4536	-762	277	4639	7928	7286	3853	2611	435	
-82	-1000	-1509	-3084	-6565	-7491	-3749	-2237	1545	2326	3297	-155	-2634	-4897	-1750	121	3536	6677	7080	4096	2052	771	
-318	-890	-1666	-2942	-6722	-7742	-4614	-2536	434	2176	2640	-229	-1206	-4222	-707	355	4788	6191	6950	3554	2331	696	
-365	-517	-1115	-2250	-5433	-7051	-4834	-2803	-222	356	1760	-406	-829	-2371	-236	1124	4956	6322	6520	2752	2126	345	
-222	-473	-1383	-1433	-4741	-6202	-4519	-3824	-875	-192	1010	-465	-214	-849	1139	2807	4807	5406	5363	1894	1044	319	
-231	-266	-675	-646	-2367	-5274	-4205	-4138	-2195	-343	-207	-479	659	320	3084	3536	4582	4230	3346	699	328	319	
-303	-347	-318	-300	-1110	-3875	-3577	-3824	-2697	-1756	-710	-494	831	1363	4375	4041	4040	2586	1666	216	250	77	
-67	-230	-192	-384	-473	-2099	-2618	-3258	-2556	-2525	-1354	-89	1224	1625	3121	3144	3872	1054	354	-155	59	-177	
17	-144	-60	-208	-30	-779	-1754	-1876	-2006	-2196	-1338	-244	1187	1381	1793	2227	2134	450	25	-177	-88	-137	
-75	-53	-195	-130	34	-200	-185	-996	-1237	-1442	-398	-111	390	459	1082	1330	554	25	-184	-182	-178	-147	
34	-52	-127	-83	60	-43	-222	-222	-514	-1034	-391	-133	120	34	442	526	-74	-90	-74	-265	-156	-93	
