-23	0	73	-82	-57	-35	-28	-304	-117	-172	260	-4	201	
-75	-135	76	-36	125	-42	-548	-332	-234	-185	407	143	31	
-78	-4	-37	92	251	-272	-900	-242	-195	-96	224	179	40	
-142	-163	-148	193	58	-411	-1224	-373	-207	40	684	312	218	
-139	-100	25	155	-167	-851	-1180	-1005	-131	343	1230	833	517	
-71	-120	-64	36	-28	-1088	-974	-1430	-165	744	1352	868	444	
213	-191	50	-20	-208	-718	-1047	-858	-145	343	863	677	330	
-23	-191	-282	-190	-63	-237	-271	-270	-186	-90	-116	243	185	
-93	-315	-563	-246	167	333	886	421	-49	-630	-1387	-946	-89	
-263	-410	-1002	-155	259	1644	2514	1592	172	-1297	-1791	-2053	-373	
-395	-583	-1002	-218	427	1842	2907	2037	148	-1877	-2542	-3102	-663	
-293	-262	-657	-155	142	1338	2872	1272	41	-1544	-2917	-1981	-478	
-264	-342	-352	-155	-56	558	1512	371	-69	-789	-1257	-946	-447	
-206	-113	-204	-197	-210	33	456	-42	-95	-172	-253	-204	-224	
