-70	-18	-36	-74	-167	-312	-152	-138	20	187	42	-7	-142	-162	-155	
-85	-8	7	83	-119	-610	-276	-97	24	220	24	-95	-48	-83	103	
-6	-6	88	117	-327	-929	-242	-187	-179	166	97	-49	-48	-222	-47	
-57	0	103	-87	-674	-1224	-249	-227	-42	529	137	45	-142	-162	-27	
72	312	183	108	-570	-1606	-642	-399	131	380	348	234	-169	-256	47	
76	231	210	-105	-674	-1695	-1532	-392	104	514	416	193	-246	-185	127	
59	68	126	-105	-777	-1283	-1210	-655	163	268	348	250	-124	-34	151	
-88	-141	33	-280	-299	141	-551	-282	-165	48	-204	-122	-85	24	95	
-120	-204	-127	-56	241	1297	198	-179	-905	-1069	-1205	-339	-115	360	191	
-382	-633	-344	25	1446	2585	1503	-69	-1558	-2311	-2556	-463	32	392	279	
-763	-552	-260	-7	1824	3176	2037	287	-1935	-2383	-2742	-335	185	353	342	
-537	-552	-134	100	1176	2585	1450	180	-1921	-2498	-1780	-292	386	304	302	
-113	-190	25	15	350	903	495	65	-1515	-1213	-716	-163	209	176	-27	
-111	-120	-218	-412	166	116	-166	106	-340	-171	-62	8	-61	-108	-27	
-101	-29	-302	-468	-56	-347	-653	-132	-55	122	65	72	-189	-249	-27	
-15	-15	-190	-237	-91	-856	-814	74	188	366	129	114	48	-173	-56	
-29	64	-41	-196	-126	-1209	-1298	-289	73	480	129	20	-122	-165	-148	
25	126	159	-252	-258	-1327	-1137	-200	163	331	194	-41	-129	-113	-155	
110	168	90	-42	-320	-532	-624	-90	294	186	-116	-89	-135	0	-275	
128	68	75	-349	-369	-478	-373	-186	-69	15	-177	-122	-96	-123	-100	
